index,GLD_Close,GLD_dailyReturns,GC=F_Close,GC=F_dailyReturns,spread,abs_sprd,GLD_rolling avg,GC=F_rolling avg,isSprdPos,signal,axe,leverage,ratio,GLD_Size,GC=F_Size,GLD_Cashflow,GC=F_Cashflow,GLD_MTM,GC=F_MTM,Live Trades,GLD_PnL,GC=F_PnL,Total PnL,riskThreshold,grossCashflow,totalMTM,totalMTM in %,isStoppedOut,Adjusted PnL
2010-02-10,105.12000274658203,-0.002751170718643947,1075.800048828125,-0.0008357967721374093,-0.0019153739465065378,0.0019153739465065378,0.011438135041321688,0.01223156320737164,0,0,0.0,10,3.109061730892333,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.01223156320737164,0.0,0.0,0.0,0,0.0
2010-02-11,107.12999725341797,0.019120951810489784,1094.199951171875,0.01710345929412549,0.0020174925163642943,0.0020174925163642943,0.0115265466305915,0.012297056889346507,1,0,0.0,10,9.136083258013544,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.012297056889346507,0.0,0.0,0.0,0,0.0
2010-02-12,107.04000091552734,-0.0008400666498453724,1089.5,-0.0042953311840686625,0.00345526453422329,0.00345526453422329,0.01135609256793975,0.012225605469401903,1,0,0.0,10,52.043205904393794,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.012225605469401903,0.0,0.0,0.0,0,0.0
2010-02-13,107.04000091552734,0.0,1089.5,0.0,0.0,0.0,0.01130825619656104,0.012161583418293419,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.012161583418293419,0.0,0.0,0.0,0,0.0
2010-02-14,107.04000091552734,0.0,1089.5,0.0,0.0,0.0,0.011182058304666157,0.012032488534178806,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.012032488534178806,0.0,0.0,0.0,0,0.0
2010-02-15,107.04000091552734,0.0,1089.5,0.0,0.0,0.0,0.011182058304666157,0.012032488534178806,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.012032488534178806,0.0,0.0,0.0,0,0.0
2010-02-16,109.62000274658203,0.02410315591356116,1119.300048828125,0.027352041145594308,-0.0032488852320331496,0.0032488852320331496,0.012093146467829791,0.013110453497609765,0,0,0.0,10,11.587041038588696,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.013110453497609765,0.0,0.0,0.0,0,0.0
2010-02-17,109.25,-0.0033753214496573536,1119.5,0.00017863947391427715,-0.0035539609235716307,0.0035539609235716307,0.012105918341860578,0.01311060504452215,0,0,0.0,10,0.542331642318185,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.01311060504452215,0.0,0.0,0.0,0,0.0
2010-02-18,109.9800033569336,0.006681952923877299,1118.0,-0.0013398838767306742,0.008021836800607973,0.008021836800607973,0.012119859082334311,0.013007467045998726,1,0,0.0,10,2.038411329606859,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.013007467045998726,0.0,0.0,0.0,0,0.0
2010-02-19,109.47000122070312,-0.004637226047132237,1121.300048828125,0.002951743137857843,-0.00758896918499008,0.00758896918499008,0.011370282486566465,0.012237871522214989,0,0,0.0,10,6.5199912634952435,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.012237871522214989,0.0,0.0,0.0,0,0.0
2010-02-20,109.47000122070312,0.0,1121.300048828125,0.0,0.0,0.0,0.01102993301145536,0.012120553201558347,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.012120553201558347,0.0,0.0,0.0,0,0.0
2010-02-21,109.47000122070312,0.0,1121.300048828125,0.0,0.0,0.0,0.011020218082669122,0.011875846630691685,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.011875846630691685,0.0,0.0,0.0,0,0.0
2010-02-22,109.06999969482422,-0.0036539830220012615,1112.5999755859375,-0.007758916314397735,0.004104933292396473,0.004104933292396473,0.011049143905690631,0.011983220829672427,1,0,0.0,10,21.660489991317256,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.011983220829672427,0.0,0.0,0.0,0,0.0
2010-02-23,107.88999938964844,-0.010818743086801086,1102.699951171875,-0.008898098715891867,-0.0019206443709092191,0.0019206443709092191,0.01124573689639985,0.012112586009308021,0,0,0.0,10,8.406139183860295,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.012112586009308021,0.0,0.0,0.0,0,0.0
2010-02-24,107.36000061035156,-0.004912399502225995,1096.5,-0.005622518768851004,0.0007101192666250089,0.0007101192666250089,0.011273572398897147,0.012123788367808237,1,0,0.0,10,11.689700004028602,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.012123788367808237,0.0,0.0,0.0,0,0.0
2010-02-25,108.30999755859375,0.008848704758209536,1107.800048828125,0.010305562086753373,-0.0014568573285438369,0.0014568573285438369,0.011387936395756228,0.01226002031015921,0,0,0.0,10,11.912003521057452,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.01226002031015921,0.0,0.0,0.0,0,0.0
2010-02-26,109.43000030517578,0.010340714355349556,1118.300048828125,0.009478244752838982,0.0008624696025105738,0.0008624696025105738,0.011373192638901209,0.012127976986134693,1,0,0.0,10,9.366974132465728,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.012127976986134693,0.0,0.0,0.0,0,0.0
2010-02-27,109.43000030517578,0.0,1118.300048828125,0.0,0.0,0.0,0.01137148348679767,0.012124872949671402,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.012124872949671402,0.0,0.0,0.0,0,0.0
