index,SPY_Close,SPY_dailyReturns,IVV_Close,IVV_dailyReturns,spread,abs_sprd,SPY_rolling avg,IVV_rolling avg,isSprdPos,signal,axe,leverage,ratio,SPY_Size,IVV_Size,SPY_Cashflow,IVV_Cashflow,SPY_MTM,IVV_MTM,Live Trades,SPY_PnL,IVV_PnL,Total PnL,riskThreshold,grossCashflow,totalMTM,totalMTM in %,isStoppedOut,Adjusted PnL,Gross Capital
2024-01-01,466.6639404296875,0.0,468.49066162109375,0.0,0.0,0.0,,,1,0,,5,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2024-01-02,466.6639404296875,0.0,468.49066162109375,0.0,0.0,0.0,,,1,0,0.0,5,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2024-01-03,462.85284423828125,-0.008166682405109649,464.6629638671875,-0.00817027545578275,3.593050673100784e-06,3.593050673100784e-06,,,1,0,0.0,5,1.004352473753688,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2024-01-04,461.36199951171875,-0.0032209907427834805,463.2325134277344,-0.0030784688057513554,-0.00014252193703212512,0.00014252193703212512,,,0,0,0.0,5,0.9596270780703188,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2024-01-05,461.993896484375,0.0013696337655138002,463.7849426269531,0.0011925527315235218,0.00017708103399027841,0.00017708103399027841,,,1,0,0.0,5,0.8740847514492648,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2024-01-06,461.993896484375,0.0,463.7849426269531,0.0,0.0,0.0,,,1,0,0.0,5,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2024-01-07,461.993896484375,0.0,463.7849426269531,0.0,0.0,0.0,,,1,0,0.0,5,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2024-01-08,468.5892639160156,0.014275875681105887,470.167724609375,0.01376237431570937,0.0005135013653965181,0.0005135013653965181,,,1,0,0.0,5,0.9672775039231032,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2024-01-09,467.8783874511719,-0.0015170566625938298,469.72381591796875,-0.0009441496473945321,-0.0005729070151992977,0.0005729070151992977,,,0,0,0.0,5,0.6248109456105093,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2024-01-10,470.5244445800781,0.005655437822894571,472.3578186035156,0.005607556177238626,4.788164565594499e-05,4.788164565594499e-05,,,1,0,0.0,5,0.9953969797723851,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
