index,2330.TW_Close,2330.TW_dailyReturns,2454.TW_Close,2454.TW_dailyReturns,spread,abs_sprd,2330.TW_rolling avg,2454.TW_rolling avg,isSprdPos,signal,axe,leverage,ratio,2330.TW_Size,2454.TW_Size,2330.TW_Cashflow,2454.TW_Cashflow,2330.TW_MTM,2454.TW_MTM,Live Trades,2330.TW_PnL,2454.TW_PnL,Total PnL,riskThreshold,grossCashflow,totalMTM,totalMTM in %,isStoppedOut,Adjusted PnL,Gross Capital
2020-01-01,303.8410949707031,0.0,319.6552429199219,0.0,0.0,0.0,,,1,0,,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2020-01-02,303.8410949707031,0.0,319.6552429199219,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2020-01-03,304.289306640625,0.0014751515754150013,314.5871276855469,-0.015854941680542467,0.01733009325595747,0.01733009325595747,,,1,0,0.0,10,11.111744811685872,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2020-01-04,304.289306640625,0.0,314.5871276855469,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2020-01-05,304.289306640625,0.0,314.5871276855469,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2020-01-06,297.5670166015625,-0.02209177217982794,306.9848937988281,-0.02416575001860133,0.0020739778387733887,0.0020739778387733887,,,1,0,0.0,10,1.1285009708376805,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2020-01-07,295.32647705078125,-0.007529529234690968,308.4329833984375,0.004717136344038808,-0.012246665578729776,0.012246665578729776,,,0,0,0.0,10,0.6542881208684901,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2020-01-08,295.32647705078125,0.0,311.6910705566406,0.01056335519730811,-0.01056335519730811,0.01056335519730811,,,0,0,0.0,10,inf,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2020-01-09,302.4967346191406,0.02427908814666302,316.3971862792969,0.015098654299758207,0.009180433846904812,0.009180433846904812,,,1,0,0.0,10,0.6504558013775122,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2020-01-10,304.289306640625,0.005925921890500119,312.777099609375,-0.011441589327935042,0.01736751121843516,0.01736751121843516,,,1,0,0.0,10,1.9846260627400918,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2020-01-11,304.289306640625,0.0,312.777099609375,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2020-01-12,304.289306640625,0.0,312.777099609375,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2020-01-13,306.0818176269531,0.005890811629621684,305.5368957519531,-0.023148126465985186,0.02903893809560687,0.02903893809560687,,,1,0,0.0,10,3.9225351234022536,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2020-01-14,310.1151428222656,0.013177277979407043,301.1927185058594,-0.014218175632773722,0.027395453612180765,0.027395453612180765,,,1,0,0.0,10,1.047947828656894,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2020-01-15,304.73736572265625,-0.017341227038021545,301.1927185058594,0.0,-0.017341227038021545,0.017341227038021545,,,0,0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2020-01-16,299.807861328125,-0.01617623878463803,304.8128662109375,0.012019373253897792,-0.028195612038535822,0.028195612038535822,,,0,0,0.0,10,0.755430562854857,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2020-01-17,298.4634094238281,-0.004484378422703994,304.4508361816406,-0.0011877124276189477,-0.0032966659950850463,0.0032966659950850463,,,0,0,0.0,10,0.2701687553134226,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2020-01-18,298.4634094238281,0.0,304.4508361816406,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2020-01-19,298.4634094238281,0.0,304.4508361816406,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2020-01-20,298.4634094238281,0.0,303.3648376464844,-0.003567073583297109,0.003567073583297109,0.003567073583297109,,,1,0,0.0,10,inf,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2020-01-21,298.4634094238281,0.0,303.3648376464844,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2020-01-22,298.4634094238281,0.0,303.3648376464844,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2020-01-23,298.4634094238281,0.0,303.3648376464844,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2020-01-24,298.4634094238281,0.0,303.3648376464844,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2020-01-25,298.4634094238281,0.0,303.3648376464844,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2020-01-26,298.4634094238281,0.0,303.3648376464844,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2020-01-27,298.4634094238281,0.0,303.3648376464844,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2020-01-28,298.4634094238281,0.0,303.3648376464844,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2020-01-29,298.4634094238281,0.0,303.3648376464844,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2020-01-30,283.6747131347656,-0.049549444997668224,277.66204833984375,-0.08472567060191882,0.0351762256042506,0.0351762256042506,,,1,0,0.0,10,1.6736788167952925,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2020-01-31,286.8116455078125,0.01105820232752519,280.920166015625,0.011734112368837257,-0.0006759100413120667,0.0006759100413120667,,,0,0,0.0,10,1.0393261302930163,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
