Date,BTC-USD_Close,BTC-USD_dailyReturns,ETH-USD_Close,ETH-USD_dailyReturns,spread,abs_sprd,BTC-USD_rolling avg,ETH-USD_rolling avg,isSprdPos,signal,axe,leverage,ratio,BTC-USD_Size,ETH-USD_Size,BTC-USD_Cashflow,ETH-USD_Cashflow,BTC-USD_MTM,ETH-USD_MTM,Live Trades,BTC-USD_PnL,ETH-USD_PnL,Total PnL,riskThreshold,grossCashflow,totalMTM,totalMTM in %,isStoppedOut,Adjusted PnL,Gross Capital
2024-01-12,42853.16796875,-0.07581464687080208,2524.460205078125,-0.036325484903951155,-0.03948916196685093,0.03948916196685093,0.05213704668472538,0.05162450905909134,0,1,0.0,5,0.028225646605201316,-3.0,5.0,128559.50390625,-12622.301025390625,-11323.828125,288.216552734375,Live,0.0,0.0,0.0,0.05213704668472538,141181.80493164062,-11035.611572265625,-0.07816596180796102,1,-11035.611572265625,0.0
2024-01-13,42842.3828125,-0.0002516769882185965,2576.597900390625,0.020653007406344237,-0.020904684394562834,0.020904684394562834,0.03401755948945495,0.05003272545338953,0,1,0.0,5,4.935291665841346,-3.0,5.0,128527.1484375,-12882.989501953125,-11356.18359375,27.528076171875,Live,0.0,0.0,0.0,0.05003272545338953,141410.13793945312,-11328.655517578125,-0.0801120462977602,1,0.0,0.0
2024-01-14,41796.26953125,-0.0244177193838242,2472.2412109375,-0.04050173658734413,0.01608401720351993,0.01608401720351993,0.034147522704237154,0.05728900914831397,1,0,-1.0,5,0.09811194082095168,-3.0,5.0,125388.80859375,-12361.2060546875,-14494.5234375,549.3115234375,Closed,125388.80859375,-12361.2060546875,-13945.2119140625,0.05728900914831397,137750.0146484375,-13945.2119140625,-0.10123564741283808,1,0.0,0.0
2024-01-15,42511.96875,0.01712351907901466,2511.36376953125,0.01582473361444947,0.0012987854645651886,0.0012987854645651886,0.03566138169939139,0.03047399110138658,1,0,0.0,5,0.054593607466281266,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.03566138169939139,0.0,0.0,0.0,0,0.0,0.0
2024-01-16,43154.9453125,0.015124600939588229,2587.691162109375,0.030392806292802277,-0.015268205353214048,0.015268205353214048,0.038519116218237164,0.03369271446176541,0,0,0.0,5,0.12049492325502062,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.038519116218237164,0.0,0.0,0.0,0,0.0,0.0
2024-01-17,42742.65234375,-0.009553782672285682,2528.369384765625,-0.022924597112815248,0.013370814440529566,0.013370814440529566,0.017383551220643906,0.030676729295750847,1,0,0.0,5,0.14194019867578755,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.030676729295750847,0.0,0.0,0.0,0,0.0,0.0
2024-01-18,41262.05859375,-0.034639725632667706,2467.018798828125,-0.024264882460276693,-0.010374843172391013,0.010374843172391013,0.02315666056725135,0.02993678357855038,0,0,0.0,5,0.04188179780976943,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.02993678357855038,0.0,0.0,0.0,0,0.0,0.0
2024-01-19,41618.40625,0.00863620644230223,2489.49853515625,0.009112105809166549,-0.00047589936686431855,0.00047589936686431855,0.021711447091946688,0.024280880097441327,0,0,0.0,5,0.0631134860187612,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.024280880097441327,0.0,0.0,0.0,0,0.0,0.0
2024-01-20,41665.5859375,0.0011336255217606617,2469.589111328125,-0.007997363142403069,0.00913098866416373,0.00913098866416373,0.01950203332415735,0.023107618050673087,1,0,0.0,5,0.4181425948688449,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.023107618050673087,0.0,0.0,0.0,0,0.0,0.0
2024-01-21,41545.78515625,-0.0028752933279206916,2453.9130859375,-0.006347624922185768,0.0034723315942650768,0.0034723315942650768,0.016561093018306626,0.013711140555417696,1,0,0.0,5,0.13039511019119732,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.016561093018306626,0.0,0.0,0.0,0,0.0,0.0
2024-01-22,39507.3671875,-0.049064374667218136,2310.826416015625,-0.05830959162402838,0.009245216956810243,0.009245216956810243,0.02505702586628948,0.02566148506205021,1,0,0.0,5,0.0695125093402946,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.02566148506205021,0.0,0.0,0.0,0,0.0,0.0
2024-01-23,39845.55078125,0.008560013431039293,2240.68603515625,-0.030352942295125973,0.038912955726165266,0.038912955726165266,0.024180566249794366,0.026197902479370795,1,1,1.0,5,0.19940108780127735,-1.0,5.0,39845.55078125,-11203.43017578125,0.0,0.0,Opened,39845.55078125,-11203.43017578125,0.0,0.026197902479370795,51048.98095703125,0.0,0.0,0,0.0,51048.98095703125
2024-01-24,40077.07421875,0.005810521700930993,2233.561767578125,-0.0031795028247356694,0.008990024525666662,0.008990024525666662,0.023761271185280337,0.023348084136571218,1,1,0.0,5,0.030496222381139974,1.0,-5.0,-40077.07421875,11167.808837890625,-231.5234375,-35.621337890625,Live,0.0,0.0,0.0,0.023761271185280337,51244.883056640625,-267.144775390625,-0.005213101473865238,0,0.0,0.0
