index,AMD_Close,AMD_dailyReturns,NVDA_Close,NVDA_dailyReturns,spread,abs_sprd,AMD_rolling avg,NVDA_rolling avg,isSprdPos,signal,axe,leverage,ratio,AMD_Size,NVDA_Size,AMD_Cashflow,NVDA_Cashflow,AMD_MTM,NVDA_MTM,Live Trades,AMD_PnL,NVDA_PnL,Total PnL,riskThreshold,grossCashflow,totalMTM,totalMTM in %,isStoppedOut,Adjusted PnL,Gross Capital
2010-01-11,9.140000343322754,-0.030752911184303677,0.4192986786365509,-0.014016076018711132,-0.016736835165592545,0.016736835165592545,,,0,0,0.0,10,0.020908240744330505,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-01-12,8.649999618530273,-0.05361058056747792,0.40508511662483215,-0.03389841832542262,-0.019712162242055298,0.019712162242055298,,,0,0,0.0,10,0.029611412417706293,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-01-13,9.149999618530273,0.057803470757257225,0.4105870723724365,0.013582221419159213,0.04422124933809801,0.04422124933809801,,,1,0,0.0,10,0.010543895313208896,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-01-14,9.0,-0.016393401615722336,0.404168039560318,-0.01563379181674751,-0.0007596097989748252,0.0007596097989748252,,,0,0,0.0,10,0.04282670916821776,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-01-15,8.84000015258789,-0.017777760823567745,0.39224711060523987,-0.029494981760672,0.011717220937104256,0.011717220937104256,,,1,0,0.0,10,0.0736170742787649,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-01-16,8.84000015258789,0.0,0.39224711060523987,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-01-17,8.84000015258789,0.0,0.39224711060523987,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-01-18,8.84000015258789,0.0,0.39224711060523987,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-01-19,9.010000228881836,0.019230777529362086,0.39958319067955017,0.01870270009890107,0.0005280774304610159,0.0005280774304610159,,,1,0,0.0,10,0.04313103447102568,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-01-20,8.869999885559082,-0.015538328497925913,0.3979783058166504,-0.004016397336860988,-0.011521931161064924,0.011521931161064924,,,0,0,0.0,10,0.011597600815251423,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-01-21,8.989999771118164,0.013528735863283403,0.39087167382240295,-0.017856832622232144,0.03138556848551555,0.03138556848551555,,,1,0,0.0,10,0.057388084369975105,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-01-22,7.880000114440918,-0.12347048775721892,0.37734583020210266,-0.034604307567311476,-0.08886618018990744,0.08886618018990744,,,0,0,0.0,10,0.01342085953850134,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-01-23,7.880000114440918,0.0,0.37734583020210266,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-01-24,7.880000114440918,0.0,0.37734583020210266,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-01-25,8.069999694824219,0.0241116215258812,0.3837648630142212,0.017011007670816314,0.007100613855064886,0.007100613855064886,,,1,0,0.0,10,0.03355021541025475,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-01-26,8.09000015258789,0.002478371563817916,0.371614545583725,-0.03166083871009828,0.0341392102739162,0.0341392102739162,,,1,0,0.0,10,0.5868136029710519,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-01-27,8.1899995803833,0.012360868468392017,0.3817015290260315,0.027143672286729537,-0.01478280381833752,0.01478280381833752,,,0,0,0.0,10,0.10234335228806353,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-01-28,7.880000114440918,-0.03785097458184172,0.36886364221572876,-0.03363331250744661,-0.004217662074395112,0.004217662074395112,,,0,0,0.0,10,0.04159414513723842,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-01-29,7.460000038146973,-0.0532995012936931,0.35281601548194885,-0.043505580103756936,-0.009793921189936161,0.009793921189936161,,,0,0,0.0,10,0.038603908688649,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-01-30,7.460000038146973,0.0,0.35281601548194885,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-01-31,7.460000038146973,0.0,0.35281601548194885,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
