index,KO_Close,KO_dailyReturns,PEP_Close,PEP_dailyReturns,spread,abs_sprd,KO_rolling avg,PEP_rolling avg,isSprdPos,signal,axe,leverage,ratio,KO_Size,PEP_Size,KO_Cashflow,PEP_Cashflow,KO_MTM,PEP_MTM,Live Trades,KO_PnL,PEP_PnL,Total PnL,riskThreshold,grossCashflow,totalMTM,totalMTM in %,isStoppedOut,Adjusted PnL,Gross Capital
2010-02-15,16.986852645874023,0.0,39.27336120605469,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-02-16,17.25119400024414,0.015561526309838536,39.524810791015625,0.006402548120128193,0.009158978189710343,0.009158978189710343,,,1,0,0.0,10,0.9426517983150118,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-02-17,17.41168212890625,0.009303015701976225,40.04054260253906,0.013048305638965196,-0.0037452899369889714,0.0037452899369889714,,,0,0,0.0,10,3.225444631015126,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-02-18,17.594205856323242,0.010482831358032518,40.3112907409668,0.006761849885884574,0.003720981472147944,0.003720981472147944,,,1,0,0.0,10,1.4778962976188494,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-02-19,17.534412384033203,-0.0033984752013430652,40.39509963989258,0.0020790428037722464,-0.005477518005115312,0.005477518005115312,,,0,0,0.0,10,1.40934329269516,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-02-20,17.534412384033203,0.0,40.39509963989258,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-02-21,17.534412384033203,0.0,40.39509963989258,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-02-22,17.427425384521484,-0.006101544618007271,40.233924865722656,-0.00398995857435025,-0.002111586043657021,0.002111586043657021,,,0,0,0.0,10,1.50968994947417,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-02-23,17.254343032836914,-0.00993160767386192,39.827781677246094,-0.01009454558142242,0.00016293790756050086,0.00016293790756050086,,,1,0,0.0,10,2.346145315076101,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-02-24,17.358186721801758,0.006018408743075243,40.02119064331055,0.004856132024419146,0.0011622767186560967,0.0011622767186560967,,,1,0,0.0,10,1.8603491272772312,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-02-25,16.71622085571289,-0.03698346355973703,40.16301727294922,0.0035437883620881294,-0.04052725192182516,0.04052725192182516,,,0,0,0.0,10,0.23022285115768581,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-02-26,16.590347290039062,-0.007530025282646902,40.27263259887695,0.0027292602341797423,-0.010259285516826644,0.010259285516826644,,,0,0,0.0,10,0.8798386904100384,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-02-27,16.590347290039062,0.0,40.27263259887695,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-02-28,16.590347290039062,0.0,40.27263259887695,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-03-01,16.763423919677734,0.010432369293594368,40.89149475097656,0.015366816425029795,-0.004934447131435427,0.004934447131435427,,,0,0,0.0,10,3.5931157610329447,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-03-02,16.77286148071289,0.0005629852875150831,41.13003158569336,0.0058334095187631,-0.0052704242312480165,0.0052704242312480165,,,0,0,0.0,10,25.408399135735053,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-03-03,16.971120834350586,0.011820246286876834,41.53904342651367,0.009944359998074637,0.0018758862888021977,0.0018758862888021977,,,1,0,0.0,10,2.0591893238643957,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-03-04,17.14105224609375,0.010012975183065764,41.62344741821289,0.002031919484341005,0.00798105569872476,0.00798105569872476,,,1,0,0.0,10,0.49276961853451123,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-03-05,17.21343231201172,0.0042226150926332195,41.792259216308594,0.004055689967233267,0.00016692512539995263,0.00016692512539995263,,,1,0,0.0,10,2.3319091453284138,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-03-06,17.21343231201172,0.0,41.792259216308594,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-03-07,17.21343231201172,0.0,41.792259216308594,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-03-08,17.137901306152344,-0.004387910818150376,41.649417877197266,-0.00341788986261804,-0.0009700209555323358,0.0009700209555323358,,,0,0,0.0,10,1.8930041675105556,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-03-09,17.049785614013672,-0.005141568419876452,41.78575134277344,0.003273358249043179,-0.008414926668919631,0.008414926668919631,,,0,0,0.0,10,1.5602967806560832,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-03-10,17.05608558654785,0.00036950450151129743,41.83123016357422,0.001088381071042921,-0.0007188765695316235,0.0007188765695316235,,,0,0,0.0,10,7.224079491862728,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-03-11,17.005329132080078,-0.0029758559905330717,42.18180465698242,0.008380688113577728,-0.0113565441041108,0.0113565441041108,,,0,0,0.0,10,6.985667044795641,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-03-12,16.926006317138672,-0.0046645856910682015,42.266204833984375,0.0020008669066742257,-0.006665452597742427,0.006665452597742427,,,0,0,0.0,10,1.0711341859973607,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-03-13,16.926006317138672,0.0,42.266204833984375,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-03-14,16.926006317138672,0.0,42.266204833984375,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-03-15,17.02118682861328,0.005623329549288458,42.94794845581055,0.016129757202094863,-0.010506427652806405,0.010506427652806405,,,0,0,0.0,10,7.237471707795155,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-03-16,17.03705406188965,0.0009322048712663289,42.89598846435547,-0.0012098364025127095,0.0021420412737790384,0.0021420412737790384,,,1,0,0.0,10,3.2676644859193873,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-03-17,17.081466674804688,0.0026068246748354174,43.22060775756836,0.007567590929455692,-0.004960766254620275,0.004960766254620275,,,0,0,0.0,10,7.345333796500972,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-03-18,17.116369247436523,0.002043300689355654,43.188140869140625,-0.0007511900019973039,0.0027944906913529577,0.0027944906913529577,,,1,0,0.0,10,0.9276205900113587,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-03-19,17.37017822265625,0.014828435373800852,43.214141845703125,0.0006020397275559031,0.01422639564624495,0.01422639564624495,,,1,0,0.0,10,0.10100699258298586,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-03-20,17.37017822265625,0.0,43.214141845703125,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-03-21,17.37017822265625,0.0,43.214141845703125,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-03-22,17.303550720214844,-0.003835740865024806,43.051795959472656,-0.003756776816490448,-7.89640485343579e-05,7.89640485343579e-05,,,0,0,0.0,10,2.4368128645263583,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-03-23,17.544675827026367,0.013935007369893615,43.40890121459961,0.008294781835887166,0.005640225534006449,0.005640225534006449,,,1,0,0.0,10,1.472757387879551,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-03-24,17.328935623168945,-0.012296619554810428,43.01934051513672,-0.008974212397983239,-0.0033224071568271896,0.0033224071568271896,,,0,0,0.0,10,1.8117675107838405,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-03-25,17.38604164123535,0.003295414058209989,43.207618713378906,0.004376594247788246,-0.001081180189578257,0.001081180189578257,,,0,0,0.0,10,3.3005469241650767,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-03-26,17.33845329284668,-0.0027371583118611653,43.23360061645508,0.0006013268921050141,-0.0033384852039661794,0.0033384852039661794,,,0,0,0.0,10,0.5477996659088065,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-03-27,17.33845329284668,0.0,43.23360061645508,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-03-28,17.33845329284668,0.0,43.23360061645508,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-03-29,17.376522064208984,0.0021956267216760583,43.207618713378906,-0.0006009655153793592,0.0027965922370554175,0.0027965922370554175,,,1,0,0.0,10,0.6805946330024012,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-03-30,17.408248901367188,0.0018258450707782092,43.35045623779297,0.003305841161059808,-0.001479996090281599,0.001479996090281599,,,0,0,0.0,10,4.50875507697521,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
