index,2330.TW_Close,2330.TW_dailyReturns,NVDA_Close,NVDA_dailyReturns,spread,abs_sprd,2330.TW_rolling avg,NVDA_rolling avg,isSprdPos,signal,axe,leverage,ratio,2330.TW_Size,NVDA_Size,2330.TW_Cashflow,NVDA_Cashflow,2330.TW_MTM,NVDA_MTM,Live Trades,2330.TW_PnL,NVDA_PnL,Total PnL,riskThreshold,grossCashflow,totalMTM,totalMTM in %,isStoppedOut,Adjusted PnL,Gross Capital
2010-01-12,39.5967903137207,-0.01395333328836934,0.40508514642715454,-0.03389814124713575,0.01994480795876641,0.01994480795876641,,,1,0,0.0,10,0.024853310875582013,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-01-13,39.09871292114258,-0.012578731473736005,0.4105871915817261,0.013582441131449796,-0.0261611726051858,0.0261611726051858,,,0,0,0.0,10,0.011339239320374415,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-01-14,39.34775924682617,0.0063696809198270365,0.40416815876960754,-0.015633787277655076,0.022003468197482112,0.022003468197482112,,,1,0,0.0,10,0.025210915183233443,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-01-15,39.53453063964844,0.004746684344860919,0.39224717020988464,-0.02949512053600034,0.03424180488086126,0.03424180488086126,,,1,0,0.0,10,0.061651415916518196,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-01-16,39.53453063964844,0.0,0.39224717020988464,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-01-17,39.53453063964844,0.0,0.39224717020988464,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-01-18,39.160972595214844,-0.009448905510944905,0.39224717020988464,0.0,-0.009448905510944905,0.009448905510944905,,,0,0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-01-19,38.911930084228516,-0.006359456736699132,0.39958322048187256,0.01870262127847222,-0.025062078015171352,0.025062078015171352,,,0,0,0.0,10,0.030199999261933206,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-01-20,39.223236083984375,0.008000271358475697,0.39797836542129517,-0.004016322453785803,0.0120165938122615,0.0120165938122615,,,1,0,0.0,10,0.005093776638659126,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-01-21,38.97419738769531,-0.006349264394090892,0.3908715844154358,-0.017857204369227997,0.011507939975137105,0.011507939975137105,,,1,0,0.0,10,0.02820635552790359,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-01-22,38.04030990600586,-0.023961686045760433,0.37734586000442505,-0.03460401049935369,0.010642324453593255,0.010642324453593255,,,1,0,0.0,10,0.014325328993412365,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-01-23,38.04030990600586,0.0,0.37734586000442505,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-01-24,38.04030990600586,0.0,0.37734586000442505,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-01-25,37.60449981689453,-0.011456533613637077,0.3837648034095764,0.017010769390913838,-0.028467303004550915,0.028467303004550915,,,0,0,0.0,10,0.015152910157793726,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-01-26,37.41770935058594,-0.00496723709178748,0.37161463499069214,-0.03166045533862283,0.02669321824683535,0.02669321824683535,,,1,0,0.0,10,0.06330206516111263,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2010-01-27,37.106414794921875,-0.008319444484091276,0.3817015588283539,0.027143505362522635,-0.03546294984661391,0.03546294984661391,,,0,0,0.0,10,0.03356190030809941,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
