Date,2330.TW_Close,2330.TW_dailyReturns,2454.TW_Close,2454.TW_dailyReturns,spread,abs_sprd,2330.TW_rolling avg,2454.TW_rolling avg,isSprdPos,signal,axe,leverage,ratio,2330.TW_Size,2454.TW_Size,2330.TW_Cashflow,2454.TW_Cashflow,2330.TW_MTM,2454.TW_MTM,Live Trades,2330.TW_PnL,2454.TW_PnL,Total PnL,riskThreshold,grossCashflow,totalMTM,totalMTM in %,isStoppedOut,Adjusted PnL,Gross Capital
2019-01-03,215.5,-0.018223234624145768,223.5,0.013605442176870763,-0.03182867680101653,0.03182867680101653,,,0,0,,5,0.7743145982290844,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2019-01-04,208.0,-0.03480278422273786,217.0,-0.029082774049216997,-0.005720010173520862,0.005720010173520862,,,0,0,0.0,5,0.8718027591349727,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2019-01-07,213.0,0.024038461538461453,219.0,0.009216589861751112,0.014821871676710341,0.014821871676710341,,,1,0,0.0,5,0.3942104238333222,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2019-01-08,211.0,-0.009389671361502372,222.0,0.013698630136986356,-0.023088301498488728,0.023088301498488728,,,0,0,0.0,5,1.5349607219372872,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0
2019-01-09,215.5,0.021327014218009532,226.0,0.018018018018018056,0.0033089961999914763,0.0033089961999914763,0.025524660644747794,0.019355633167806058,1,0,0.0,5,0.886008978816403,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.025524660644747794,0.0,0.0,0.0,0,0.0,0.0
2019-01-10,216.0,0.002320185614849146,226.0,0.0,0.002320185614849146,0.002320185614849146,0.024161082604448398,0.018808030311252236,1,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.024161082604448398,0.0,0.0,0.0,0,0.0,0.0
2019-01-11,220.5,0.02083333333333326,227.5,0.006637168141592875,0.014196165191740384,0.014196165191740384,0.014671492426894035,0.0068685926894276605,1,0,0.0,5,0.3286978508217436,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.014671492426894035,0.0,0.0,0.0,0,0.0,0.0
2019-01-14,218.5,-0.009070294784580546,231.5,0.01758241758241752,-0.026652712366998066,0.026652712366998066,0.015242004204392859,0.007741485609950542,0,1,1.0,5,2.0537933462418407,11.0,-5.0,-2403.5,1157.5,0.0,0.0,Opened,-2403.5,1157.5,0.0,0.015242004204392859,3561.0,0.0,0.0,0,0.0,3561.0
2019-01-15,221.0,0.011441647597254079,233.0,0.00647948164146861,0.004962165955785469,0.004962165955785469,0.012926854584390642,0.007828716097953792,1,0,-1.0,5,0.5970563802859467,-11.0,5.0,2431.0,-1165.0,27.5,-7.5,Closed,2431.0,-1165.0,20.0,0.012926854584390642,3596.0,20.0,0.0055617352614015575,0,20.0,0.0
2019-01-16,217.5,-0.015837104072398245,237.0,0.01716738197424883,-0.033004486046647075,0.033004486046647075,0.01487141455214445,0.007610136343976138,0,1,1.0,5,1.181183534535603,6.0,-5.0,-1305.0,1185.0,0.0,0.0,Opened,-1305.0,1185.0,0.0,0.01487141455214445,2490.0,0.0,0.0,0,0.0,2490.0
2019-01-17,220.5,0.01379310344827589,237.0,0.0,0.01379310344827589,0.01379310344827589,0.015801249719407554,0.007610136343976138,1,0,-1.0,5,0.0,-6.0,5.0,1323.0,-1185.0,18.0,0.0,Closed,1323.0,-1185.0,18.0,0.015801249719407554,2508.0,18.0,0.007177033492822967,0,18.0,0.0
2019-01-18,218.5,-0.009070294784580546,244.0,0.029535864978903037,-0.03860615976348358,0.03860615976348358,0.013427840051414156,0.01136519062307004,0,1,1.0,5,3.6363583697824553,19.0,-5.0,-4151.5,1220.0,0.0,0.0,Opened,-4151.5,1220.0,0.0,0.013427840051414156,5371.5,0.0,0.0,0,0.0,5371.5
2019-01-21,221.0,0.011441647597254079,244.5,0.002049180327868827,0.009392467269385252,0.009392467269385252,0.013760946042168081,0.012279621264676457,1,0,-1.0,5,0.19814275647206805,-19.0,5.0,4199.0,-1222.5,47.5,-2.5,Closed,4199.0,-1222.5,45.0,0.013760946042168081,5421.5,45.0,0.008300285898736512,0,45.0,0.0
2019-01-22,223.0,0.009049773755656076,242.0,-0.010224948875255602,0.019274722630911678,0.019274722630911678,0.013402960700789293,0.015644182025262063,1,1,1.0,5,1.2261226810457895,-7.0,5.0,1561.0,-1210.0,0.0,0.0,Opened,1561.0,-1210.0,0.0,0.015644182025262063,2771.0,0.0,0.0,0,0.0,2771.0
2019-01-23,220.5,-0.011210762331838597,241.0,-0.004132231404958664,-0.0070785309268799335,0.0070785309268799335,0.011956080310909275,0.01532017876265789,0,0,-1.0,5,0.40286351455182373,7.0,-5.0,-1543.5,1205.0,17.5,-5.0,Closed,-1543.5,1205.0,12.5,0.01532017876265789,2748.5,12.5,0.00454793523740222,0,12.5,0.0
2019-01-24,222.5,0.009070294784580435,244.5,0.014522821576763434,-0.005452526792182999,0.005452526792182999,0.011020495286222164,0.015870432433836484,0,0,0.0,5,1.7594561518019551,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.015870432433836484,0.0,0.0,0.0,0,0.0,0.0
2019-01-25,226.0,0.01573033707865168,248.0,0.014314928425357865,0.0014154086532938148,0.0014154086532938148,0.010439082469838637,0.011034118122145657,1,0,0.0,5,0.9986065113922216,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.011034118122145657,0.0,0.0,0.0,0,0.0,0.0
2019-01-28,229.0,0.01327433628318575,248.5,0.002016129032258007,0.011258207250927743,0.011258207250927743,0.010671674742297584,0.011035069104642262,1,1,1.0,5,0.16481488003004763,-1.0,5.0,229.0,-1242.5,0.0,0.0,Opened,229.0,-1242.5,0.0,0.011035069104642262,1471.5,0.0,0.0,0,0.0,1471.5
2019-01-29,222.5,-0.028384279475982543,245.5,-0.012072434607645843,-0.0163118448683367,0.0163118448683367,0.018952626100957153,0.011616727421663144,0,0,-1.0,5,0.46928694031083507,1.0,-5.0,-222.5,1227.5,6.5,-15.0,Closed,-222.5,1227.5,-8.5,0.018952626100957153,1450.0,-8.5,-0.0058620689655172415,0,-8.5,0.0
2019-01-30,221.0,-0.006741573033707815,243.0,-0.010183299389002087,0.0034417263552942723,0.0034417263552942723,0.018407189000347355,0.012792106382768826,1,0,0.0,5,1.6608915225184748,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.018407189000347355,0.0,0.0,0.0,0,0.0,0.0
2019-02-11,228.0,0.03167420814479649,259.5,0.06790123456790131,-0.036227026423104824,0.036227026423104824,0.023170194432302303,0.03279018192509674,0,1,1.0,5,2.4399134410099266,13.0,-5.0,-2964.0,1297.5,0.0,0.0,Opened,-2964.0,1297.5,0.0,0.03279018192509674,4261.5,0.0,0.0,0,0.0,4261.5
2019-02-12,230.0,0.00877192982456143,257.5,-0.0077071290944122905,0.01647905891897372,0.01647905891897372,0.022574179691594365,0.03392717610048551,1,0,-1.0,5,0.9836642372455308,-13.0,5.0,2990.0,-1287.5,26.0,10.0,Closed,2990.0,-1287.5,36.0,0.03392717610048551,4277.5,36.0,0.008416130917592052,0,36.0,0.0
2019-02-13,229.0,-0.004347826086956497,259.0,0.005825242718446644,-0.01017306880540314,0.01017306880540314,0.022079587852938558,0.03380200965093291,0,0,0.0,5,1.5153262390299937,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.03380200965093291,0.0,0.0,0.0,0,0.0,0.0
2019-02-14,227.0,-0.008733624454148492,255.5,-0.013513513513513487,0.0047798890593649945,0.0047798890593649945,0.016850580403491744,0.034029348299346805,1,0,0.0,5,1.7415614954161136,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.034029348299346805,0.0,0.0,0.0,0,0.0,0.0
2019-02-15,227.0,0.0,252.0,-0.013698630136986356,0.013698630136986356,0.013698630136986356,0.016012626101191564,0.034543373596456976,1,0,0.0,5,inf,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.034543373596456976,0.0,0.0,0.0,0,0.0,0.0
2019-02-18,230.0,0.013215859030837107,253.5,0.005952380952380931,0.007263478078456176,0.007263478078456176,0.009095615676313205,0.009898541071103193,1,0,0.0,5,0.4964156314699737,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.009898541071103193,0.0,0.0,0.0,0,0.0,0.0
2019-02-19,229.0,-0.004347826086956497,250.0,-0.013806706114398382,0.009458880027441885,0.009458880027441885,0.008443810333969164,0.010715025430130816,1,0,0.0,5,3.466749351868609,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.010715025430130816,0.0,0.0,0.0,0,0.0,0.0
2019-02-20,234.5,0.024017467248908186,255.5,0.02200000000000002,0.002017467248908167,0.002017467248908167,0.01350939331007236,0.016172329504401957,1,0,0.0,5,0.998029850746274,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.016172329504401957,0.0,0.0,0.0,0,0.0,0.0
2019-02-21,236.5,0.008528784648187626,259.0,0.013698630136986356,-0.00516984548879873,0.00516984548879873,0.01118160123210234,0.016165865926908694,0,0,0.0,5,1.7589707202641345,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.016165865926908694,0.0,0.0,0.0,0,0.0,0.0
2019-02-22,236.5,0.0,264.0,0.019305019305019266,-0.019305019305019266,0.019305019305019266,0.01118160123210234,0.014368197996938024,0,0,0.0,5,inf,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.014368197996938024,0.0,0.0,0.0,0,0.0,0.0
2019-02-25,238.0,0.00634249471458781,282.5,0.07007575757575757,-0.06373326286116976,0.06373326286116976,0.010840833609269037,0.030287168810722846,0,1,1.0,5,13.114422852474172,66.0,-5.0,-15708.0,1412.5,0.0,0.0,Opened,-15708.0,1412.5,0.0,0.030287168810722846,17120.5,0.0,0.0,0,0.0,17120.5
