Date,2330.TW_Close,2330.TW_dailyReturns,2454.TW_Close,2454.TW_dailyReturns,spread,abs_sprd,2330.TW_rolling avg,2454.TW_rolling avg,isSprdPos,signal,axe,leverage,ratio,2330.TW_Size,2454.TW_Size,Gross size,,2330.TW_Cashflow,2454.TW_Cashflow,2330.TW_MTM,2454.TW_MTM,Live Trades,2330.TW_PnL,2454.TW_PnL,Total PnL,riskThreshold,grossCashflow,weighted,,totalMTM,totalMTM in %,isStoppedOut,Adjusted PnL,Gross Capital,,,
6/1/2020,332,-0.022091311,424,-0.024165708,0.002074397,0.002074397,0.017545937,0.009689515,1,1,0,5,1.397030238,2,-5,7,0.011934207,-664,2120,14,-87.5,Live,0,0,0,0.017545937,2784, 0.00 , 0.00 ,-73.5,-0.026400862,1,-73.5,0,-0.026400862,-0.000016 ,
7/1/2020,329.5,-0.00753012,426,0.004716981,-0.012247102,0.012247102,0.017312056,0.011068462,0,0,-1,5,0.809872019,2,-5,7,0.012852346,-659,2130,19,-77.5,Closed,-659,2130,-58.5,0.017312056,2789, 0.00 , 0.00 ,-58.5,-0.02097526,1,0,0,0, -   ,
8/1/2020,329.5,0,430.5,0.01056338,-0.01056338,0.01056338,0.016792035,0.014304045,0,0,0,5,inf,0,0,0,0,0,0,0,0,,0,0,0,0.016792035,0, -   , -   ,0,0,0,0,0,0, -   ,
9/1/2020,337.5,0.024279211,437,0.015098722,0.009180489,0.009180489,0.016832951,0.01716521,1,0,0,5,0.805217662,0,0,0,0,0,0,0,0,,0,0,0,0.01716521,0, -   , -   ,0,0,0,0,0,0, -   ,
10/1/2020,339.5,0.005925926,432,-0.011441648,0.017367574,0.017367574,0.017097202,0.016364841,1,1,1,5,2.456836848,-13,5,18,0.016893768,4413.5,-2160,0,0,Opened,4413.5,-2160,0,0.017097202,6573.5, 0.00 , 0.00 ,0,0,0,0,6573.5,0, -   ,
13/1/2020,341.5,0.005891016,422,-0.023148148,0.029039164,0.029039164,0.011755848,0.016007876,1,1,0,5,4.85565452,13,-5,18,0.012936967,-4439.5,2110,-26,-50,Live,0,0,0,0.016007876,6549.5, 0.00 , 0.00 ,-76,-0.011603939,0,0,0,0, -   ,
14/1/2020,346,0.01317716,416,-0.014218009,0.027395169,0.027395169,0.009318884,0.016593007,1,1,0,5,1.297281502,13,-5,18,0.011339474,-4498,2080,-84.5,-80,Live,0,0,0,0.016593007,6578, 0.00 , 0.00 ,-164.5,-0.025007601,1,-164.5,0,-0.025007601,-0.000036 ,
15/1/2020,340,-0.01734104,416,0,-0.01734104,0.01734104,0.015245622,0.014744582,0,0,-1,5,0,13,-5,18,0.015106444,-4420,2080,-6.5,-80,Closed,-4420,2080,-86.5,0.015245622,6500, 0.00 , 0.00 ,-86.5,-0.013307692,0,0,0,0, -   ,
16/1/2020,334.5,-0.016176471,421,0.012019231,-0.028195701,0.028195701,0.014065191,0.013626096,0,1,1,5,0.935144825,5,-5,10,0.013845643,-1672.5,2105,0,0,Opened,-1672.5,2105,0,0.014065191,3777.5, 0.00 , 0.00 ,0,0,0,0,3777.5,0, -   ,
17/1/2020,333,-0.004484305,420.5,-0.001187648,-0.003296656,0.003296656,0.01340843,0.013629419,0,1,0,5,0.334437169,-5,5,10,0.013518924,1665,-2102.5,-7.5,2.5,Live,0,0,0,0.013629419,3767.5, 0.00 , 0.00 ,-5,-0.00132714,0,0,0,0, -   ,
20/1/2020,333,0,419,-0.003567182,0.003567182,0.003567182,0.01257859,0.009368544,1,0,-1,5,inf,-5,5,10,0.010973567,1665,-2095,-7.5,10,Closed,1665,-2095,2.5,0.01257859,3760, 0.00 , 0.00 ,2.5,0.000664894,0,2.5,0,0.000664894, 0.000001 ,
30/1/2020,316.5,-0.04954955,383.5,-0.084725537,0.035175987,0.035175987,0.019394641,0.039169402,1,0,0,5,2.071887992,0,0,0,0,0,0,0,0,,0,0,0,0.039169402,0, -   , -   ,0,0,0,0,0,0, -   ,
31/1/2020,320,0.011058452,388,0.011734029,-0.000675577,0.000675577,0.023234918,0.040653077,0,0,0,5,1.286573384,0,0,0,0,0,0,0,0,,0,0,0,0.040653077,0, -   , -   ,0,0,0,0,0,0, -   ,
3/2/2020,315,-0.015625,382,-0.015463918,-0.000161082,0.000161082,0.023210425,0.038182921,0,0,0,5,1.200196367,0,0,0,0,0,0,0,0,,0,0,0,0.038182921,0, -   , -   ,0,0,0,0,0,0, -   ,
4/2/2020,325,0.031746032,390.5,0.022251309,0.009494723,0.009494723,0.030534056,0.042099512,1,0,0,5,0.842177809,0,0,0,0,0,0,0,0,,0,0,0,0.042099512,0, -   , -   ,0,0,0,0,0,0, -   ,
5/2/2020,327.5,0.007692308,381,-0.024327785,0.032020093,0.032020093,0.031005978,0.041841945,1,0,0,5,3.679252475,0,0,0,0,0,0,0,0,,0,0,0,0.041841945,0, -   , -   ,0,0,0,0,0,0, -   ,
6/2/2020,332.5,0.015267176,382,0.002624672,0.012642504,0.012642504,0.017056638,0.019161461,1,0,0,5,0.197509522,0,0,0,0,0,0,0,0,,0,0,0,0.019161461,0, -   , -   ,0,0,0,0,0,0, -   ,
7/2/2020,328,-0.013533835,381,-0.002617801,-0.010916034,0.010916034,0.019980287,0.017877021,0,0,0,5,0.224681288,0,0,0,0,0,0,0,0,,0,0,0,0.019980287,0, -   , -   ,0,0,0,0,0,0, -   ,
10/2/2020,327.5,-0.00152439,380,-0.002624672,0.001100282,0.001100282,0.017111222,0.016607117,1,0,0,5,1.997796077,0,0,0,0,0,0,0,0,,0,0,0,0.017111222,0, -   , -   ,0,0,0,0,0,0, -   ,
11/2/2020,331.5,0.01221374,390,0.026315789,-0.014102049,0.014102049,0.011683316,0.018061792,0,0,0,5,2.534829721,0,0,0,0,0,0,0,0,,0,0,0,0.018061792,0, -   , -   ,0,0,0,0,0,0, -   ,
12/2/2020,335,0.010558069,401.5,0.029487179,-0.01892911,0.01892911,0.011974977,0.015944535,0,1,1,5,3.347260128,17,-5,22,0.012877149,-5695,2007.5,0,0,Opened,-5695,2007.5,0,0.015944535,7702.5, 0.00 , 0.00 ,0,0,0,0,7702.5,0, -   ,
13/2/2020,335,0,408.5,0.01743462,-0.01743462,0.01743462,0.010419175,0.015451983,0,1,0,5,inf,-17,5,22,0.011562995,5695,-2042.5,0,-35,Live,0,0,0,0.015451983,7737.5, 0.00 , 0.00 ,-35,-0.004523425,0,0,0,0, -   ,
14/2/2020,335,0,405.5,-0.007343941,0.007343941,0.007343941,0.006570416,0.016779528,1,0,-1,5,inf,-17,5,22,0.008890669,5695,-2027.5,0,-20,Closed,5695,-2027.5,-20,0.016779528,7722.5, 0.00 , 0.00 ,-20,-0.002589835,0,-20,0,-0.002589835,-0.000004 ,
17/2/2020,331.5,-0.010447761,398,-0.018495684,0.008047923,0.008047923,0.00921178,0.021287854,1,0,0,5,2.125429514,0,0,0,0,0,0,0,0,,0,0,0,0.021287854,0, -   , -   ,0,0,0,0,0,0, -   ,
18/2/2020,322,-0.028657617,392,-0.015075377,-0.01358224,0.01358224,0.014823105,0.021151443,0,0,0,5,0.640410289,0,0,0,0,0,0,0,0,,0,0,0,0.021151443,0, -   , -   ,0,0,0,0,0,0, -   ,
19/2/2020,326.5,0.013975155,388.5,-0.008928571,0.022903727,0.022903727,0.015806755,0.01411478,1,1,1,5,0.76020929,-4,5,9,0.014866769,1306,-1942.5,0,0,Opened,1306,-1942.5,0,0.015806755,3248.5, 0.00 , 0.00 ,0,0,0,0,3248.5,0, -   ,
20/2/2020,325.5,-0.003062787,394,0.014157014,-0.017219801,0.017219801,0.015621549,0.012735042,0,0,-1,5,5.594999871,4,-5,9,0.014017934,-1302,1970,4,27.5,Closed,-1302,1970,31.5,0.015621549,3272, 0.00 , 0.00 ,31.5,0.009627139,0,31.5,0,0.009627139, 0.000007 ,
21/2/2020,325,-0.001536098,388,-0.015228426,0.013692328,0.013692328,0.015497548,0.013244957,1,0,0,5,11.83543928,0,0,0,0,0,0,0,0,,0,0,0,0.015497548,0, -   , -   ,0,0,0,0,0,0, -   ,
24/2/2020,320,-0.015384615,377,-0.028350515,0.0129659,0.0129659,0.016005037,0.015590055,1,0,0,5,2.171029317,0,0,0,0,0,0,0,0,,0,0,0,0.016005037,0, -   , -   ,0,0,0,0,0,0, -   ,
25/2/2020,322,0.00625,378.5,0.00397878,0.00227122,0.00227122,0.010986155,0.016547997,1,0,0,5,0.748307165,0,0,0,0,0,0,0,0,,0,0,0,0.016547997,0, -   , -   ,0,0,0,0,0,0, -   ,
26/2/2020,318.5,-0.010869565,375,-0.009247028,-0.001622537,0.001622537,0.008434667,0.01655849,0,0,0,5,1.001640368,0,0,0,0,0,0,0,0,,0,0,0,0.01655849,0, -   , -   ,0,0,0,0,0,0, -   ,
27/2/2020,316,-0.007849294,360,-0.04,0.032150706,0.032150706,0.008442718,0.017016391,1,1,1,5,5.80556962,-30,5,35,0.009667529,9480,-1800,0,0,Opened,9480,-1800,0,0.017016391,11280, 0.00 , 0.00 ,0,0,0,0,11280,0, -   ,
2/3/2020,311,-0.015822785,363,0.008333333,-0.024156118,0.024156118,0.009004792,0.020749078,0,0,-1,5,0.614726688,30,-5,35,0.010682547,-9330,1815,150,15,Closed,-9330,1815,165,0.020749078,11145, 0.00 , 0.00 ,165,0.014804845,0,165,0,0.014804845, 0.000036 ,
3/3/2020,317.5,0.020900322,372,0.024793388,-0.003893067,0.003893067,0.014958935,0.024269381,0,0,0,5,1.38989543,0,0,0,0,0,0,0,0,,0,0,0,0.024269381,0, -   , -   ,0,0,0,0,0,0, -   ,
4/3/2020,320.5,0.009448819,370.5,-0.004032258,0.013481077,0.013481077,0.015432981,0.024003635,1,0,0,5,0.493322555,0,0,0,0,0,0,0,0,,0,0,0,0.024003635,0, -   , -   ,0,0,0,0,0,0, -   ,
5/3/2020,323,0.007800312,385,0.039136302,-0.03133599,0.03133599,0.014637294,0.030301281,0,1,1,5,5.98034202,30,-5,35,0.016875007,-9690,1925,0,0,Opened,-9690,1925,0,0.030301281,11615, 0.00 , 0.00 ,0,0,0,0,11615,0, -   ,
6/3/2020,315,-0.024767802,378.5,-0.016883117,-0.007884685,0.007884685,0.019036552,0.022303527,0,1,0,5,0.819069006,-30,5,35,0.019503262,9450,-1892.5,-240,32.5,Live,0,0,0,0.022303527,11342.5, 0.00 , 0.00 ,-207.5,-0.018294027,0,0,0,0, -   ,
9/3/2020,305.5,-0.03015873,366.5,-0.031704095,0.001545365,0.001545365,0.022658593,0.029271259,1,0,-1,5,1.261145153,-30,5,35,0.02360326,9165,-1832.5,-525,92.5,Closed,9165,-1832.5,-432.5,0.029271259,10997.5, 0.00 , 0.00 ,-432.5,-0.03932712,1,-432.5,0,-0.03932712,-0.000094 ,
10/3/2020,307,0.004909984,373.5,0.019099591,-0.014189607,0.014189607,0.019251528,0.028269171,0,0,0,5,4.732561292,0,0,0,0,0,0,0,0,,0,0,0,0.028269171,0, -   , -   ,0,0,0,0,0,0, -   ,
11/3/2020,302,-0.016286645,363,-0.02811245,0.011825805,0.011825805,0.017238643,0.031260044,1,0,0,5,2.074754648,0,0,0,0,0,0,0,0,,0,0,0,0.031260044,0, -   , -   ,0,0,0,0,0,0, -   ,
12/3/2020,294,-0.026490066,336,-0.074380165,0.047890099,0.047890099,0.014070906,0.03351845,1,1,1,5,3.208972845,-17,5,22,0.018490802,4998,-1680,0,0,Opened,4998,-1680,0,0.03351845,6678, 0.00 , 0.00 ,0,0,0,0,6678,0, -   ,
13/3/2020,290,-0.013605442,341,0.014880952,-0.028486395,0.028486395,0.013720629,0.038423461,0,0,-1,5,1.286099138,17,-5,22,0.019334909,-4930,1705,68,25,Closed,-4930,1705,93,0.038423461,6635, 0.00 , 0.00 ,93,0.014016579,0,93,0,0.014016579, 0.000020 ,
16/3/2020,276.5,-0.046551724,320,-0.061583578,0.015031854,0.015031854,0.01885153,0.042768322,1,0,0,5,1.531031012,0,0,0,0,0,0,0,0,,0,0,0,0.042768322,0, -   , -   ,0,0,0,0,0,0, -   ,
17/3/2020,268,-0.03074141,315.5,-0.0140625,-0.01667891,0.01667891,0.013137421,0.036068804,0,0,0,5,0.538521832,0,0,0,0,0,0,0,0,,0,0,0,0.036068804,0, -   , -   ,0,0,0,0,0,0, -   ,
18/3/2020,260,-0.029850746,301.5,-0.04437401,0.014523263,0.014523263,0.011769755,0.036289666,1,0,0,5,1.723802267,0,0,0,0,0,0,0,0,,0,0,0,0.036289666,0, -   , -   ,0,0,0,0,0,0, -   ,
19/3/2020,248,-0.046153846,274,-0.091210614,0.045056767,0.045056767,0.013666715,0.041199265,1,1,1,5,2.18341536,-11,5,16,0.022270637,2728,-1370,0,0,Opened,2728,-1370,0,0.041199265,4098, 0.00 , 0.00 ,0,0,0,0,4098,0, -   ,
20/3/2020,270,0.088709677,301,0.098540146,-0.009830469,0.009830469,0.05737688,0.073227467,0,0,-1,5,1.238354346,11,-5,16,0.062330189,-2970,1505,-242,135,Closed,-2970,1505,-107,0.073227467,4475, 0.00 , 0.00 ,-107,-0.023910615,0,-107,0,-0.023910615,-0.000023 ,
23/3/2020,255,-0.055555556,308,0.023255814,-0.07881137,0.07881137,0.058819539,0.071732208,0,1,1,5,0.505608755,3,-5,8,0.066889957,-765,1540,0,0,Opened,-765,1540,0,0.071732208,2305, 0.00 , 0.00 ,0,0,0,0,2305,0, -   ,
24/3/2020,267.5,0.049019608,330,0.071428571,-0.022408964,0.022408964,0.063977304,0.079020553,0,1,0,5,1.797596796,-3,5,8,0.073379334,802.5,-1650,37.5,-110,Live,0,0,0,0.079020553,2452.5, 0.00 , 0.00 ,-72.5,-0.029561672,0,0,0,0, -   ,
25/3/2020,277,0.035514019,334.5,0.013636364,0.021877655,0.021877655,0.062703173,0.072772527,1,0,-1,5,0.463676524,-3,5,8,0.06899652,831,-1672.5,66,-132.5,Closed,831,-1672.5,-66.5,0.072772527,2503.5, 0.00 , 0.00 ,-66.5,-0.026562812,0,-66.5,0,-0.026562812,-0.000014 ,
26/3/2020,280,0.010830325,343.5,0.02690583,-0.016075505,0.016075505,0.053464734,0.036515517,0,0,0,5,3.047709801,0,0,0,0,0,0,0,0,,0,0,0,0.053464734,0, -   , -   ,0,0,0,0,0,0, -   ,
27/3/2020,273,-0.025,340,-0.010189229,-0.014810771,0.014810771,0.043153868,0.029705641,0,0,0,5,0.507595267,0,0,0,0,0,0,0,0,,0,0,0,0.043153868,0, -   , -   ,0,0,0,0,0,0, -   ,
30/3/2020,267.5,-0.02014652,336.5,-0.010294118,-0.009852402,0.009852402,0.032817631,0.033718373,0,0,0,5,0.642762257,0,0,0,0,0,0,0,0,,0,0,0,0.033718373,0, -   , -   ,0,0,0,0,0,0, -   ,
31/3/2020,274,0.024299065,327.5,-0.026745914,0.051044979,0.051044979,0.026785491,0.021366234,1,1,1,5,1.315614381,-7,5,12,0.024527467,1918,-1637.5,0,0,Opened,1918,-1637.5,0,0.026785491,3555.5, 0.00 , 0.00 ,0,0,0,0,3555.5,0, -   ,
1/4/2020,271.5,-0.009124088,334,0.019847328,-0.028971416,0.028971416,0.0209081,0.02259938,0,0,-1,5,2.676019288,7,-5,12,0.0216128,-1900.5,1670,17.5,32.5,Closed,-1900.5,1670,50,0.02259938,3570.5, 0.00 , 0.00 ,50,0.014003641,0,50,0,0.014003641, 0.000011 ,
6/4/2020,275.5,0.014732965,341,0.020958084,-0.006225119,0.006225119,0.021651751,0.020916726,0,0,0,5,1.760735788,0,0,0,0,0,0,0,0,,0,0,0,0.021651751,0, -   , -   ,0,0,0,0,0,0, -   ,
7/4/2020,283,0.02722323,347,0.017595308,0.009627923,0.009627923,0.021000997,0.021637985,1,0,0,5,0.792501788,0,0,0,0,0,0,0,0,,0,0,0,0.021637985,0, -   , -   ,0,0,0,0,0,0, -   ,
8/4/2020,285,0.007067138,349.5,0.007204611,-0.000137473,0.000137473,0.014641703,0.020049888,0,0,0,5,1.250170636,0,0,0,0,0,0,0,0,,0,0,0,0.020049888,0, -   , -   ,0,0,0,0,0,0, -   ,
9/4/2020,283,-0.007017544,351.5,0.005722461,-0.012740005,0.012740005,0.015201666,0.007243528,0,0,0,5,1.01283004,0,0,0,0,0,0,0,0,,0,0,0,0.015201666,0, -   , -   ,0,0,0,0,0,0, -   ,
10/4/2020,279.5,-0.012367491,350,-0.004267425,-0.008100066,0.008100066,0.016082786,0.010073304,0,0,0,5,0.432086356,0,0,0,0,0,0,0,0,,0,0,0,0.016082786,0, -   , -   ,0,0,0,0,0,0, -   ,
13/4/2020,278.5,-0.003577818,351.5,0.004285714,-0.007863532,0.007863532,0.015655572,0.007814724,0,0,0,5,1.511837651,0,0,0,0,0,0,0,0,,0,0,0,0.015655572,0, -   , -   ,0,0,0,0,0,0, -   ,
14/4/2020,285,0.023339318,365.5,0.039829303,-0.016489985,0.016489985,0.014129652,0.016960038,0,0,0,5,2.188553011,0,0,0,0,0,0,0,0,,0,0,0,0.016960038,0, -   , -   ,0,0,0,0,0,0, -   ,
15/4/2020,287.5,0.00877193,365.5,0,0.00877193,0.00877193,0.01431724,0.01760946,1,0,0,5,0,0,0,0,0,0,0,0,0,,0,0,0,0.01760946,0, -   , -   ,0,0,0,0,0,0, -   ,
16/4/2020,286.5,-0.003478261,361.5,-0.010943912,0.007465652,0.007465652,0.013850352,0.019847143,1,0,0,5,3.970033161,0,0,0,0,0,0,0,0,,0,0,0,0.019847143,0, -   , -   ,0,0,0,0,0,0, -   ,
17/4/2020,306.5,0.069808028,368,0.017980636,0.051827392,0.051827392,0.030495594,0.019522507,1,1,1,5,0.30925521,-2,5,7,0.022657675,613,-1840,0,0,Opened,613,-1840,0,0.030495594,2453, 0.00 , 0.00 ,0,0,0,0,2453,0, -   ,
20/4/2020,304,-0.008156607,370,0.005434783,-0.013591389,0.013591389,0.031397472,0.019441629,0,0,-1,5,0.810962529,2,-5,7,0.022857584,-608,1850,5,10,Closed,-608,1850,15,0.031397472,2458, 0.00 , 0.00 ,15,0.006102522,0,15,0,0.006102522, 0.000003 ,
21/4/2020,295,-0.029605263,353.5,-0.044594595,0.014989331,0.014989331,0.037504517,0.023742939,1,0,0,5,1.805014506,0,0,0,0,0,0,0,0,,0,0,0,0.037504517,0, -   , -   ,0,0,0,0,0,0, -   ,
22/4/2020,294,-0.003389831,346,-0.021216407,0.017826577,0.017826577,0.037792079,0.024199188,1,0,0,5,7.365845914,0,0,0,0,0,0,0,0,,0,0,0,0.037792079,0, -   , -   ,0,0,0,0,0,0, -   ,
23/4/2020,295.5,0.005102041,351,0.014450867,-0.009348826,0.009348826,0.03750253,0.02666599,0,0,0,5,3.364337901,0,0,0,0,0,0,0,0,,0,0,0,0.03750253,0, -   , -   ,0,0,0,0,0,0, -   ,
24/4/2020,294,-0.005076142,348.5,-0.007122507,0.002046365,0.002046365,0.012923085,0.023265281,1,0,0,5,1.663238657,0,0,0,0,0,0,0,0,,0,0,0,0.023265281,0, -   , -   ,0,0,0,0,0,0, -   ,
27/4/2020,298,0.013605442,372,0.067431851,-0.053826409,0.053826409,0.016200908,0.042512964,0,1,1,5,6.186985451,31,-5,36,0.01985536,-9238,1860,0,0,Opened,-9238,1860,0,0.042512964,11098, 0.00 , 0.00 ,0,0,0,0,11098,0, -   ,
28/4/2020,296.5,-0.005033557,375,0.008064516,-0.013098073,0.013098073,0.008190073,0.03377376,0,1,0,5,2.026328673,-31,5,36,0.011743363,9191.5,-1875,-46.5,-15,Live,0,0,0,0.03377376,11066.5, 0.00 , 0.00 ,-61.5,-0.005557313,0,0,0,0, -   ,
29/4/2020,299,0.008431703,398,0.061333333,-0.05290163,0.05290163,0.008296622,0.033455631,0,1,0,5,9.682625641,-31,5,36,0.011790929,9269,-1990,31,-130,Live,0,0,0,0.033455631,11259, 0.00 , 0.00 ,-99,-0.008792966,0,0,0,0, -   ,
30/4/2020,304.5,0.018394649,415,0.042713568,-0.024318919,0.024318919,0.010744566,0.032799634,0,1,0,5,3.164718952,-31,5,36,0.01380777,9439.5,-2075,201.5,-215,Live,0,0,0,0.032799634,11514.5, 0.00 , 0.00 ,-13.5,-0.001172435,0,0,0,0, -   ,
4/5/2020,295,-0.031198686,399.5,-0.037349398,0.006150711,0.006150711,0.019935723,0.04344386,1,0,-1,5,1.621220403,-31,5,36,0.023200742,9145,-1997.5,-93,-137.5,Closed,9145,-1997.5,-230.5,0.04344386,11142.5, 0.00 , 0.00 ,-230.5,-0.02068656,0,-230.5,0,-0.02068656,-0.000050 ,
5/5/2020,295.5,0.001694915,401.5,0.005006258,-0.003311343,0.003311343,0.018702489,0.038074623,0,0,0,5,4.013222958,0,0,0,0,0,0,0,0,,0,0,0,0.038074623,0, -   , -   ,0,0,0,0,0,0, -   ,
6/5/2020,296,0.001692047,408,0.01618929,-0.014497243,0.014497243,0.018630327,0.037826321,0,0,0,5,13.1881458,0,0,0,0,0,0,0,0,,0,0,0,0.037826321,0, -   , -   ,0,0,0,0,0,0, -   ,
7/5/2020,297.5,0.005067568,411,0.007352941,-0.002285374,0.002285374,0.018298589,0.028855823,0,0,0,5,2.004547701,0,0,0,0,0,0,0,0,,0,0,0,0.028855823,0, -   , -   ,0,0,0,0,0,0, -   ,
8/5/2020,297.5,0,411.5,0.001216545,-0.001216545,0.001216545,0.015010952,0.020773628,0,0,0,5,inf,0,0,0,0,0,0,0,0,,0,0,0,0.020773628,0, -   , -   ,0,0,0,0,0,0, -   ,
11/5/2020,301,0.011764706,410,-0.0036452,0.015409906,0.015409906,0.004692036,0.007408438,1,1,1,5,0.422043977,-3,5,8,0.006389787,903,-2050,0,0,Opened,903,-2050,0,0.007408438,2953, 0.00 , 0.00 ,0,0,0,0,2953,0, -   ,
12/5/2020,295,-0.019933555,407,-0.007317073,-0.012616482,0.012616482,0.0118733,0.009305874,0,0,-1,5,0.506436544,3,-5,8,0.010268659,-885,2035,18,-15,Closed,-885,2035,3,0.0118733,2920, 0.00 , 0.00 ,3,0.001027397,0,3,0,0.001027397, 0.000001 ,
13/5/2020,297,0.006779661,420,0.031941032,-0.025161371,0.025161371,0.012295252,0.015556209,0,1,1,5,6.662447572,34,-5,39,0.012713323,-10098,2100,0,0,Opened,-10098,2100,0,0.015556209,12198, 0.00 , 0.00 ,0,0,0,0,12198,0, -   ,
14/5/2020,293,-0.013468013,411,-0.021428571,0.007960558,0.007960558,0.013406704,0.019669791,1,0,-1,5,2.231844222,-34,5,39,0.014209664,9962,-2055,-136,45,Closed,9962,-2055,-91,0.019669791,12017, 0.00 , 0.00 ,-91,-0.007572605,0,-91,0,-0.007572605,-0.000020 ,
15/5/2020,298,0.017064846,411,0,0.017064846,0.017064846,0.016227603,0.019660873,1,0,0,5,0,0,0,0,0,0,0,0,0,,0,0,0,0.019660873,0, -   , -   ,0,0,0,0,0,0, -   ,
18/5/2020,290,-0.026845638,440.5,0.071776156,-0.098621793,0.098621793,0.018517315,0.037284792,0,1,1,5,4.06120008,21,-5,26,0.022126445,-6090,2202.5,0,0,Opened,-6090,2202.5,0,0.037284792,8292.5, 0.00 , 0.00 ,0,0,0,0,8292.5,0, -   ,
19/5/2020,291.5,0.005172414,462,0.048808173,-0.043635759,0.043635759,0.017610218,0.037336958,0,1,0,5,14.95556079,-21,5,26,0.021403822,6121.5,-2310,31.5,-107.5,Live,0,0,0,0.037336958,8431.5, 0.00 , 0.00 ,-76,-0.009013817,0,0,0,0, -   ,
20/5/2020,294,0.008576329,470,0.017316017,-0.008739688,0.008739688,0.017857363,0.037349523,0,1,0,5,3.227729187,-21,5,26,0.021605856,6174,-2350,84,-147.5,Live,0,0,0,0.037349523,8524, 0.00 , 0.00 ,-63.5,-0.007449554,0,0,0,0, -   ,
21/5/2020,297.5,0.011904762,464.5,-0.011702128,0.02360689,0.02360689,0.017346032,0.034589162,1,0,-1,5,1.534768461,-21,5,26,0.020662018,6247.5,-2322.5,157.5,-120,Closed,6247.5,-2322.5,37.5,0.034589162,8570, 0.00 , 0.00 ,37.5,0.004375729,0,37.5,0,0.004375729, 0.000008 ,
22/5/2020,292,-0.018487395,442,-0.048439182,0.029951787,0.029951787,0.017514608,0.047717657,1,0,0,5,3.966071125,0,0,0,0,0,0,0,0,,0,0,0,0.047717657,0, -   , -   ,0,0,0,0,0,0, -   ,
25/5/2020,292,0,460,0.040723982,-0.040723982,0.040723982,0.011974387,0.039960958,0,0,0,5,inf,0,0,0,0,0,0,0,0,,0,0,0,0.039960958,0, -   , -   ,0,0,0,0,0,0, -   ,
26/5/2020,295.5,0.011986301,460,0,0.011986301,0.011986301,0.01286122,0.033319282,1,0,0,5,0,0,0,0,0,0,0,0,0,,0,0,0,0.033319282,0, -   , -   ,0,0,0,0,0,0, -   ,
27/5/2020,296.5,0.003384095,464.5,0.009782609,-0.006398514,0.006398514,0.012481844,0.032476417,0,0,0,5,4.528696202,0,0,0,0,0,0,0,0,,0,0,0,0.032476417,0, -   , -   ,0,0,0,0,0,0, -   ,
28/5/2020,294,-0.008431703,460,-0.009687836,0.001256133,0.001256133,0.011633211,0.032337039,1,0,0,5,1.797719734,0,0,0,0,0,0,0,0,,0,0,0,0.032337039,0, -   , -   ,0,0,0,0,0,0, -   ,
29/5/2020,292,-0.006802721,463,0.006521739,-0.01332446,0.01332446,0.008253642,0.018988845,0,0,0,5,1.520123585,0,0,0,0,0,0,0,0,,0,0,0,0.018988845,0, -   , -   ,0,0,0,0,0,0, -   ,
1/6/2020,295.5,0.011986301,461.5,-0.003239741,0.015226042,0.015226042,0.009833307,0.00775084,1,1,1,5,0.422123271,-3,5,8,0.008531765,886.5,-2307.5,0,0,Opened,886.5,-2307.5,0,0.009833307,3194, 0.00 , 0.00 ,0,0,0,0,3194,0, -   ,
2/6/2020,296.5,0.003384095,485,0.05092091,-0.047536815,0.047536815,0.008388505,0.023695327,0,0,-1,5,24.61334749,3,-5,8,0.017955269,-889.5,2425,-3,117.5,Closed,-889.5,2425,114.5,0.023695327,3314.5, 0.00 , 0.00 ,114.5,0.03454518,0,114.5,0,0.03454518, 0.000025 ,
3/6/2020,301,0.015177066,490,0.010309278,0.004867787,0.004867787,0.010676372,0.023690513,1,0,0,5,1.105783319,0,0,0,0,0,0,0,0,,0,0,0,0.023690513,0, -   , -   ,0,0,0,0,0,0, -   ,
4/6/2020,306,0.016611296,490,0,0.016611296,0.016611296,0.009771861,0.021908245,1,0,0,5,0,0,0,0,0,0,0,0,0,,0,0,0,0.021908245,0, -   , -   ,0,0,0,0,0,0, -   ,
5/6/2020,311.5,0.017973856,494,0.008163265,0.009810591,0.009810591,0.005831167,0.021800759,1,0,0,5,0.720263731,0,0,0,0,0,0,0,0,,0,0,0,0.021800759,0, -   , -   ,0,0,0,0,0,0, -   ,
8/6/2020,318,0.020866774,494.5,0.001012146,0.019854628,0.019854628,0.006719839,0.021068305,1,0,0,5,0.075427016,0,0,0,0,0,0,0,0,,0,0,0,0.021068305,0, -   , -   ,0,0,0,0,0,0, -   ,
9/6/2020,319,0.003144654,497.5,0.006066734,-0.00292208,0.00292208,0.006821637,0.004477018,0,0,0,5,3.00873876,0,0,0,0,0,0,0,0,,0,0,0,0.006821637,0, -   , -   ,0,0,0,0,0,0, -   ,
10/6/2020,322.5,0.010971787,500,0.005025126,0.005946661,0.005946661,0.007013101,0.003448479,1,0,0,5,0.710084197,0,0,0,0,0,0,0,0,,0,0,0,0.007013101,0, -   , -   ,0,0,0,0,0,0, -   ,
11/6/2020,320.5,-0.00620155,496.5,-0.007,0.00079845,0.00079845,0.011067906,0.005989916,1,0,0,5,1.748593994,0,0,0,0,0,0,0,0,,0,0,0,0.011067906,0, -   , -   ,0,0,0,0,0,0, -   ,
