index,GLD_Close,GLD_dailyReturns,GC=F_Close,GC=F_dailyReturns,spread,abs_sprd,GLD_rolling avg,GC=F_rolling avg,isSprdPos,signal,axe,leverage,ratio,GLD_Size,GC=F_Size,GLD_Cashflow,GC=F_Cashflow,GLD_MTM,GC=F_MTM,Live Trades,GLD_PnL,GC=F_PnL,Total PnL,riskThreshold,grossCashflow,totalMTM,totalMTM in %,isStoppedOut,Adjusted PnL,optimal,predicted
2010-01-11,112.8499984741211,0.0132889978543571,1150.699951171875,0.0109822531508019,0.0023067447035551,0.0023067447035551,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
2010-01-12,110.48999786376952,-0.0209127216859711,1128.9000244140625,-0.0189449271598659,-0.0019677945261051,0.0019677945261051,0.0,0.0,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
2010-01-13,111.54000091552734,0.0095031502584734,1136.4000244140625,0.0066436352536114,0.002859515004862,0.002859515004862,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
2010-01-14,112.02999877929688,0.004393023666376,1142.5999755859375,0.0054557823290013,-0.0010627586626252,0.0010627586626252,0.0,0.0,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
2010-01-15,110.86000061035156,-0.0104436149396934,1130.0999755859375,-0.0109399617250909,0.0004963467853974,0.0004963467853974,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
2010-01-16,110.86000061035156,0.0,1130.0999755859375,0.0,0.0,0.0,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
2010-01-17,110.86000061035156,0.0,1130.0999755859375,0.0,0.0,0.0,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
2010-01-18,110.86000061035156,0.0,1130.0999755859375,0.0,0.0,0.0,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
2010-01-19,111.5199966430664,0.0059534189886447,1139.699951171875,0.0084948020470136,-0.0025413830583689,0.0025413830583689,0.0,0.0,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
2010-01-20,108.94000244140624,-0.0231348124042519,1112.300048828125,-0.0240413297513758,0.0009065173471238,0.0009065173471238,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
2010-01-21,107.37000274658205,-0.0144115995928001,1102.699951171875,-0.0086308524991653,-0.0057807470936347,0.0057807470936347,0.0,0.0,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
2010-01-22,107.16999816894533,-0.0018627602917061,1089.199951171875,-0.012242677607497,0.0103799173157909,0.0103799173157909,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
2010-01-23,107.16999816894533,0.0,1089.199951171875,0.0,0.0,0.0,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
2010-01-24,107.16999816894533,0.0,1089.199951171875,0.0,0.0,0.0,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
2010-01-25,107.4800033569336,0.002892648999579,1095.199951171875,0.0055086304342417,-0.0026159814346626,0.0026159814346626,0.0,0.0,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
2010-01-26,107.55999755859376,0.0007442705541653,1097.9000244140625,0.002465370126522,-0.0017210995723566,0.0017210995723566,0.0,0.0,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
2010-01-27,106.52999877929688,-0.0095760394447367,1084.4000244140625,-0.0122962015664448,0.0027201621217081,0.0027201621217081,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
2010-01-28,106.4800033569336,-0.000469308391403,1083.5999755859375,-0.00073778016425,0.000268471772847,0.000268471772847,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
2010-01-29,105.95999908447266,-0.0048835861764374,1083.0,-0.0005536873379985,-0.0043298988384389,0.0043298988384389,0.0,0.0,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
2010-01-30,105.95999908447266,0.0,1083.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
2010-01-31,105.95999908447266,0.0,1083.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
2010-02-01,108.3499984741211,0.0225556758238842,1104.300048828125,0.0196676351136888,0.0028880407101954,0.0028880407101954,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
2010-02-02,109.12999725341795,0.0071988813131655,1117.4000244140625,0.0118626958314809,-0.0046638145183153,0.0046638145183153,0.0,0.0,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
2010-02-03,108.6999969482422,-0.0039402576376617,1111.4000244140625,-0.0053696079012941,0.0014293502636324,0.0014293502636324,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
2010-02-04,104.37000274658205,-0.0398343543994936,1062.4000244140625,-0.0440885360118946,0.0042541816124009,0.0042541816124009,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
2010-02-05,104.68000030517578,0.0029701786953713,1052.199951171875,-0.0096009723341384,0.0125711510295097,0.0125711510295097,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
2010-02-06,104.68000030517578,0.0,1052.199951171875,0.0,0.0,0.0,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
2010-02-07,104.68000030517578,0.0,1052.199951171875,0.0,0.0,0.0,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
2010-02-08,104.04000091552734,-0.0061138649960129,1065.699951171875,0.0128302610021646,-0.0189441259981776,0.0189441259981776,0.0,0.0,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
2010-02-09,105.41000366210938,0.0131680385863737,1076.699951171875,0.0103218546532766,0.0028461839330971,0.0028461839330971,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
2010-02-10,105.12000274658205,-0.0027511707186439,1075.800048828125,-0.0008357967721374,-0.0019153739465065,0.0019153739465065,0.0,0.0,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
2010-02-11,107.12999725341795,0.0191209518104897,1094.199951171875,0.0171034592941254,0.0020174925163642,0.0020174925163642,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
2010-02-12,107.04000091552734,-0.0008400666498453,1089.5,-0.0042953311840686,0.0034552645342232,0.0034552645342232,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
2010-02-13,107.04000091552734,0.0,1089.5,0.0,0.0,0.0,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
2010-02-14,107.04000091552734,0.0,1089.5,0.0,0.0,0.0,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
2010-02-15,107.04000091552734,0.0,1089.5,0.0,0.0,0.0,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
2010-02-16,109.62000274658205,0.0241031559135611,1119.300048828125,0.0273520411455943,-0.0032488852320331,0.0032488852320331,0.0,0.0,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
2010-02-17,109.25,-0.0033753214496573,1119.5,0.0001786394739142,-0.0035539609235716,0.0035539609235716,0.0,0.0,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
2010-02-18,109.9800033569336,0.0066819529238772,1118.0,-0.0013398838767306,0.0080218368006079,0.0080218368006079,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
2010-02-19,109.47000122070312,-0.0046372260471322,1121.300048828125,0.0029517431378578,-0.00758896918499,0.00758896918499,0.0,0.0,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
2010-02-20,109.47000122070312,0.0,1121.300048828125,0.0,0.0,0.0,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
2010-02-21,109.47000122070312,0.0,1121.300048828125,0.0,0.0,0.0,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0
