index,SPY_Close,SPY_dailyReturns,IVV_Close,IVV_dailyReturns,spread,abs_sprd,SPY_rolling avg,IVV_rolling avg,isSprdPos,signal,axe,leverage,ratio,SPY_Size,IVV_Size,SPY_Cashflow,IVV_Cashflow,SPY_MTM,IVV_MTM,Live Trades,SPY_PnL,IVV_PnL,Total PnL,riskThreshold,grossCashflow,totalMTM,totalMTM in %,isStoppedOut,Adjusted PnL,Gross Capital
2024-01-11,470.3171081542969,-0.000440649637164503,472.101318359375,-0.0005430210616581554,0.00010237142449365244,0.00010237142449365244,0.006589242989574951,0.006286465416810333,1,0,0.0,5,1.236994287439056,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.006589242989574951,0.0,0.0,0.0,0,0.0,0.0
2024-01-12,470.6429138183594,0.000692736152722695,472.5058288574219,0.0008568298420614795,-0.00016409368933878454,0.00016409368933878454,0.006501461253203774,0.006175291482258438,0,0,0.0,5,1.2417734691038385,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.006501461253203774,0.0,0.0,0.0,0,0.0,0.0
2024-01-13,470.6429138183594,0.0,472.5058288574219,0.0,0.0,0.0,0.00278860138784079,0.0026650915179184755,1,0,0.0,5,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.00278860138784079,0.0,0.0,0.0,0,0.0,0.0
2024-01-14,470.6429138183594,0.0,472.5058288574219,0.0,0.0,0.0,0.0025337151881919067,0.0025229547627841297,1,0,0.0,5,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0025337151881919067,0.0,0.0,0.0,0,0.0,0.0
2024-01-15,470.6429138183594,0.0,472.5058288574219,0.0,0.0,0.0,0.0004066158991471597,0.0005023280953519787,1,0,0.0,5,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0005023280953519787,0.0,0.0,0.0,0,0.0,0.0
2024-01-16,468.9150695800781,-0.0036712424378455566,470.8681640625,-0.003465914481694199,-0.00020532795615135768,0.00020532795615135768,0.0017452510189528588,0.0016871022524813937,0,0,0.0,5,0.9480034461620336,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0017452510189528588,0.0,0.0,0.0,0,0.0,0.0
2024-01-17,466.30853271484375,-0.005558654507667238,468.22430419921875,-0.005614862216359873,5.620770869263492e-05,5.620770869263492e-05,0.002614309729550528,0.002600343237687041,1,0,0.0,5,1.0142616674925087,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.002614309729550528,0.0,0.0,0.0,0,0.0,0.0
2024-01-18,470.4552917480469,0.008892736766064946,472.2394714355469,0.008575307177176805,0.00031742958888814066,0.00031742958888814066,0.005555058342768545,0.005408882375286878,1,0,0.0,5,0.9679617034620358,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.005555058342768545,0.0,0.0,0.0,0,0.0,0.0
2024-01-19,476.320068359375,0.012466172055450198,478.1487121582031,0.012513229156158712,-4.70571007085141e-05,4.70571007085141e-05,0.007896839368728746,0.007823342950888464,0,0,0.0,5,1.0076283824978356,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.007896839368728746,0.0,0.0,0.0,0,0.0,0.0
2024-01-20,476.320068359375,0.0,478.1487121582031,0.0,0.0,0.0,0.007896839368728746,0.007823342950888464,1,0,0.0,5,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.007896839368728746,0.0,0.0,0.0,0,0.0,0.0
