index,KO_Close,KO_dailyReturns,PEP_Close,PEP_dailyReturns,spread,abs_sprd,KO_rolling avg,PEP_rolling avg,isSprdPos,signal,axe,leverage,ratio,KO_Size,PEP_Size,KO_Cashflow,PEP_Cashflow,KO_MTM,PEP_MTM,Live Trades,KO_PnL,PEP_PnL,Total PnL,riskThreshold,grossCashflow,totalMTM,totalMTM in %,isStoppedOut,Adjusted PnL
2010-01-26,16.912399291992188,-0.0038642387993301774,38.50102996826172,0.00033193038481238446,-0.004196169184142562,0.004196169184142562,,,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-01-27,17.027976989746094,0.006833903088406368,38.526611328125,0.0006644331303440332,0.006169469958062335,0.006169469958062335,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-01-28,16.924896240234375,-0.006053611041040963,38.17512893676758,-0.009123106840721151,0.0030694957996801886,0.0030694957996801886,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-01-29,16.946760177612305,0.0012918210586103651,38.098445892333984,-0.002008717365712398,0.003300538424322763,0.003300538424322763,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-01-30,16.946760177612305,0.0,38.098445892333984,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-01-31,16.946760177612305,0.0,38.098445892333984,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-02-01,16.98737335205078,0.0023965155588929754,38.788597106933594,0.018114944020288126,-0.01571842846139515,0.01571842846139515,,,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-02-02,17.196678161621094,0.01232119911846441,39.0761604309082,0.007413604652466432,0.0049075944659979776,0.0049075944659979776,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-02-03,17.140438079833984,-0.0032704038104651723,39.165611267089844,0.0022891408775895794,-0.005559544688054752,0.005559544688054752,,,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-02-04,16.690610885620117,-0.026243622952851875,38.11123275756836,-0.02692102779479555,0.000677404841943674,0.000677404841943674,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-02-05,16.584394454956055,-0.00636384320453931,38.028160095214844,-0.0021797422004675715,-0.004184101004071739,0.004184101004071739,,,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-02-06,16.584394454956055,0.0,38.028160095214844,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-02-07,16.584394454956055,0.0,38.028160095214844,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-02-08,16.44694709777832,-0.008287752534531623,37.67668914794922,-0.009242386336483666,0.0009546338019520428,0.0009546338019520428,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-02-09,16.87179183959961,0.02583122200707244,38.373233795166016,0.01848741656894526,0.007343805438127182,0.007343805438127182,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-02-10,16.803064346313477,-0.004073514771846809,38.58411407470703,0.005495504514075655,-0.009569019285922464,0.009569019285922464,,,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-02-11,16.937389373779297,0.007994079216586014,39.101722717285156,0.013415071331582817,-0.005420992114996803,0.005420992114996803,,,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-02-12,16.86241912841797,-0.0044263164592170945,38.929176330566406,-0.004412756644158633,-1.3559815058461488e-05,1.3559815058461488e-05,,,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-02-13,16.86241912841797,0.0,38.929176330566406,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-02-14,16.86241912841797,0.0,38.929176330566406,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-02-15,16.86241912841797,0.0,38.929176330566406,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-02-16,17.124818801879883,0.015561211678085662,39.17840576171875,0.006402124438390722,0.00915908723969494,0.00915908723969494,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-02-17,17.28413963317871,0.009303504646795968,39.68962860107422,0.013048587083014596,-0.0037450824362186275,0.0037450824362186275,,,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-02-18,17.465320587158203,0.010482497701632676,39.95799255371094,0.0067615637156517305,0.0037209339859809454,0.0037209339859809454,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-02-19,17.405969619750977,-0.003398218035050915,40.04106903076172,0.0020790953634397535,-0.0054773133984906686,0.0054773133984906686,,,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-02-20,17.405969619750977,0.0,40.04106903076172,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-02-21,17.405969619750977,0.0,40.04106903076172,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-02-22,17.29975128173828,-0.006102408560576089,39.88133239746094,-0.003989319894982413,-0.0021130886655936765,0.0021130886655936765,,,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-02-23,17.127944946289062,-0.009931144826953564,39.47871780395508,-0.010095314506881725,0.00016416967992816112,0.00016416967992816112,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-02-24,17.23103904724121,0.006019058402828792,39.670448303222656,0.004856553351597626,0.0011625050512311663,0.0011625050512311663,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-02-25,16.593767166137695,-0.03698394968268304,39.81104278564453,0.00354406084214709,-0.04052801052483013,0.04052801052483013,,,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-02-26,16.46881675720215,-0.007529960357074872,39.919654846191406,0.002728189289883165,-0.010258149646958037,0.010258149646958037,,,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-02-27,16.46881675720215,0.0,39.919654846191406,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-02-28,16.46881675720215,0.0,39.919654846191406,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-03-01,16.640628814697266,0.010432568412662713,40.53311538696289,0.015367380883805737,-0.004934812471143024,0.004934812471143024,,,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-03-02,16.649999618530273,0.0005631279885729423,40.76956558227539,0.005833506579870473,-0.005270378591297531,0.005270378591297531,,,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-03-03,16.846803665161133,0.01182006313152284,41.17500686645508,0.009944704545882033,0.0018753585856408073,0.0018753585856408073,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-03-04,17.015483856201172,0.010012593153730709,41.258670806884766,0.0020319107826998195,0.00798068237103089,0.00798068237103089,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-03-05,17.08733558654785,0.004222726250625808,41.425987243652344,0.0040553036124386654,0.00016742263818714243,0.00016742263818714243,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-03-06,17.08733558654785,0.0,41.425987243652344,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-03-07,17.08733558654785,0.0,41.425987243652344,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-03-08,17.012359619140625,-0.004387809148329258,41.28440856933594,-0.003417629457656446,-0.0009701796906728122,0.0009701796906728122,,,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-03-09,16.924896240234375,-0.0051411668260201715,41.419551849365234,0.0032734701722159087,-0.00841463699823608,0.00841463699823608,,,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-03-10,16.9311466217041,0.0003693010214660397,41.464603424072266,0.001087688608290005,-0.0007183875868239653,0.0007183875868239653,,,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-03-11,16.880746841430664,-0.0029767493838148695,41.812129974365234,0.008381282385332423,-0.011358031769147292,0.011358031769147292,,,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-03-12,16.802019119262695,-0.004663758239341953,41.895809173583984,0.0020013139553056725,-0.0066650721946476255,0.0066650721946476255,,,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-03-13,16.802019119262695,0.0,41.895809173583984,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-03-14,16.802019119262695,0.0,41.895809173583984,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-03-15,16.89649772644043,0.005623050807591179,42.571533203125,0.016128678330124435,-0.010505627522533256,0.010505627522533256,,,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-03-16,16.91225242614746,0.0009324239828931713,42.520050048828125,-0.0012093328669002812,0.0021417568497934525,0.0021417568497934525,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-03-17,16.95633888244629,0.002606776151866441,42.84184265136719,0.007568020314405288,-0.004961244162538847,0.004961244162538847,,,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-03-18,16.990978240966797,0.0020428559938943103,42.80965805053711,-0.0007512422164468457,0.002794098210341156,0.002794098210341156,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-03-19,17.242935180664062,0.014828866009007902,42.835384368896484,0.0006009465978216166,0.014227919411186285,0.014227919411186285,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-03-20,17.242935180664062,0.0,42.835384368896484,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-03-21,17.242935180664062,0.0,42.835384368896484,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-03-22,17.176795959472656,-0.0038357286911090416,42.67449188232422,-0.003756064966913053,-7.966372419598855e-05,7.966372419598855e-05,,,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-03-23,17.416147232055664,0.01393457040228796,43.0284538269043,0.008294461842829559,0.005640108559458401,0.005640108559458401,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-03-24,17.20198631286621,-0.01229668745537904,42.64231872558594,-0.008973947864167053,-0.0033227395912119873,0.0033227395912119873,,,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-03-25,17.258682250976562,0.0032958948506978114,42.82896423339844,0.004377001846771256,-0.0010811069960734443,0.0010811069960734443,,,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-03-26,17.21143913269043,-0.002737353732986114,42.85469055175781,0.0006006757067291701,-0.0033380294397152843,0.0033380294397152843,,,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-03-27,17.21143913269043,0.0,42.85469055175781,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-03-28,17.21143913269043,0.0,42.85469055175781,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-03-29,17.24922752380371,0.002195539305107186,42.82896423339844,-0.0006003151120249628,0.0027958544171321487,0.0027958544171321487,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-03-30,17.280725479125977,0.0018260501972509058,42.97053527832031,0.0033054977503161886,-0.0014794475530652829,0.0014794475530652829,,,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-03-31,17.32166290283203,0.0023689644138786825,42.577980041503906,-0.009135451403475048,0.01150441581735373,0.01150441581735373,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-04-01,17.416147232055664,0.005454691605168316,42.912628173828125,0.007859652618513513,-0.002404961013345197,0.002404961013345197,,,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-04-02,17.416147232055664,0.0,42.912628173828125,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-04-03,17.416147232055664,0.0,42.912628173828125,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-04-04,17.416147232055664,0.0,42.912628173828125,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-04-05,17.277572631835938,-0.007956673676062564,42.46214294433594,-0.01049773105640106,0.002541057380338496,0.002541057380338496,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-04-06,17.098058700561523,-0.010389997200396017,42.72598648071289,0.006213618015530331,-0.01660361521592635,0.01660361521592635,,,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-04-07,16.95003890991211,-0.008657110917776434,42.468563079833984,-0.006024984373271591,-0.0026321265445048425,0.0026321265445048425,,,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-04-08,16.931148529052734,-0.0011144741885121823,42.45569610595703,-0.0003029764358347675,-0.0008114977526774148,0.0008114977526774148,,,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-04-09,17.192546844482422,0.015438900378267117,42.706668853759766,0.005911403435157059,0.009527496943110059,0.009527496943110059,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-04-10,17.192546844482422,0.0,42.706668853759766,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-04-11,17.192546844482422,0.0,42.706668853759766,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-04-12,17.246082305908203,0.0031138761412166094,42.68093490600586,-0.0006025744560417268,0.003716450597258336,0.003716450597258336,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-04-13,17.327966690063477,0.004747999151507143,42.72598648071289,0.0010555432959995503,0.0036924558555075926,0.0036924558555075926,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-04-14,17.305919647216797,-0.001272338713538823,42.661624908447266,-0.0015063800175726394,0.0002340413040338163,0.0002340413040338163,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-04-15,17.088611602783203,-0.012556861979221234,42.64876174926758,-0.000301515922267237,-0.012255346056953997,0.012255346056953997,,,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-04-16,17.31222152709961,0.01308531842809213,42.565101623535156,-0.0019616073785274635,0.015046925806619593,0.015046925806619593,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-04-17,17.31222152709961,0.0,42.565101623535156,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-04-18,17.31222152709961,0.0,42.565101623535156,0.0,0.0,0.0,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-04-19,17.422449111938477,0.006367038722692175,42.55222702026367,-0.0003024685195245347,0.00666950724221671,0.00666950724221671,,,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
2010-04-20,17.154748916625977,-0.015365244782322929,42.410640716552734,-0.0033273535517545083,-0.01203789123056842,0.01203789123056842,,,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0
