Date,GC=F_Close,GC=F_dailyReturns,GLD_Close,GLD_dailyReturns,spread,abs_sprd,GC=F_rolling avg,GLD_rolling avg,isSprdPos,signal,axe,leverage,ratio,GC=F_Size,GLD_Size,GC=F_Cashflow,GLD_Cashflow,GC=F_MTM,GLD_MTM,Live Trades,GC=F_PnL,GLD_PnL,Total PnL,Gross Capital
2024-02-26,2028.5,-0.004954368540613041,188.1999969482422,-0.0022266895335479875,-0.0027276790070650536,0.0027276790070650536,0.006502713573436586,0.0036735831109644904,0,0,0.0,5,0.04169807041958506,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2024-02-27,2034.0,0.002711363076164597,188.0,-0.0010626830578386315,0.0037740461340032283,0.0037740461340032283,0.005602809825090758,0.0030247467571267285,1,0,0.0,5,0.03622621664174786,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2024-02-28,2033.0,-0.000491642084562427,188.33999633789062,0.00180849115899262,-0.002300133243555047,0.002300133243555047,0.005377346515428011,0.003051746646314844,0,0,0.0,5,0.3407787594414521,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2024-02-29,2045.699951171875,0.0062469017077595446,189.30999755859375,0.005150266749304189,0.0010966349584553559,0.0010966349584553559,0.0056036600592948346,0.0035513057883274717,1,0,0.0,5,0.07629510335513896,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2024-03-01,2086.89990234375,0.020139782057614797,192.88999938964844,0.018910791174389097,0.0012289908832257002,0.0012289908832257002,0.009551044552101566,0.008537102526429556,1,0,0.0,5,0.08678866846125967,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2024-03-04,2117.699951171875,0.014758757137097955,196.00999450683594,0.016174996770490724,-0.0014162396333927685,0.0014162396333927685,0.008572357653480106,0.008863846666009572,0,0,0.0,5,0.10143975842054836,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2024-03-05,2133.5,0.00746094781717388,197.19000244140625,0.006020141664404566,0.001440806152769314,0.001440806152769314,0.007989949937651609,0.007470670981492145,1,0,0.0,5,0.07457700767769644,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2024-03-06,2150.300048828125,0.007874407700082076,198.80999755859375,0.008215401882095241,-0.00034099418201316567,0.00034099418201316567,0.005960525996563094,0.006246553484135597,0,0,0.0,5,0.09646062501179302,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2024-03-07,2158.0,0.003580872900073251,199.94000244140625,0.005683843351386164,-0.0021029704513129133,0.0021029704513129133,0.006609095638145761,0.006127309777892361,0,0,0.0,5,0.14706233134593155,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2024-03-08,2178.60009765625,0.009545921064064045,201.6300048828125,0.008452547868211147,0.001093373195852898,0.001093373195852898,0.004056810850055023,0.0042494491734702405,1,0,0.0,5,0.08194971394810746,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2024-03-11,2182.5,0.0017900955517011763,202.0,0.00183502012710135,-4.4924575400173694e-05,4.4924575400173694e-05,0.003232030121350481,0.0026627921686761843,0,0,0.0,5,0.09487717300214817,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2024-03-12,2160.39990234375,-0.010126047036082442,199.7899932861328,-0.01094062729637224,0.0008145802602897989,0.0008145802602897989,0.0077397208372222475,0.008050105666163127,1,0,0.0,5,0.09991757071393423,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2024-03-13,2175.39990234375,0.006943158988170106,201.19000244140625,0.00700740378557585,-6.424479740574363e-05,6.424479740574363e-05,0.007588784965232309,0.00785710474271693,0,0,0.0,5,0.09333989855955738,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
