Date,GC=F_Close,GC=F_dailyReturns,GLD_Close,GLD_dailyReturns,spread,abs_sprd,GC=F_rolling avg,GLD_rolling avg,isSprdPos,signal,axe,leverage,ratio,GC=F_Size,GLD_Size,GC=F_Cashflow,GLD_Cashflow,GC=F_MTM,GLD_MTM,Live Trades,GC=F_PnL,GLD_PnL,Total PnL,Gross Capital
2024-02-08,2032.199951171875,-0.0014740566391389098,188.3300018310547,-0.0009018470501077624,-0.0005722095890311474,0.0005722095890311474,0.004860853418223584,0.005571040872513909,0,0,0.0,5,0.056698529042538304,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2024-02-09,2023.300048828125,-0.00437944225843423,187.60000610351562,-0.003876152075832917,-0.0005032901826013125,0.0005032901826013125,0.0038263006476181105,0.0041207584638280025,0,0,0.0,5,0.08206435476432018,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2024-02-12,2018.199951171875,-0.0025206828118271574,187.11000061035156,-0.0026119694947860372,9.128668295887987e-05,9.128668295887987e-05,0.003315849086999625,0.0034945162637004703,1,0,0.0,5,0.09606887596553762,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2024-02-13,1992.9000244140625,-0.012535887112236854,184.52999877929688,-0.013788690196348319,0.0012528030841114646,0.0012528030841114646,0.005009509159424842,0.005497517105338554,1,0,0.0,5,0.10184727363668634,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2024-02-14,1990.300048828125,-0.0013046191751149294,184.4199981689453,-0.0005961123453055439,-0.0007085068298093855,0.0007085068298093855,0.004686635883883162,0.0054386455823751375,0,0,0.0,5,0.042338339229227646,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2024-02-15,2002.0999755859375,0.005928717514105619,185.66000366210938,0.0067238125229136525,-0.0007950950088080333,0.0007950950088080333,0.006626744793565474,0.007373948228483798,0,0,0.0,5,0.10516892435094666,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2024-02-16,2011.5,0.00469508242779515,186.33999633789062,0.0036625695484677756,0.0010325128793273741,0.0010325128793273741,0.007345309765729885,0.007861143863068137,1,0,0.0,5,0.07226511609775839,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2024-02-20,2027.5,0.007954262987819982,187.47000122070312,0.006064210073093879,0.0018900529147261036,0.0018900529147261036,0.008288929338885528,0.008441394201696482,1,0,0.0,5,0.07049287301213927,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2024-02-21,2022.300048828125,-0.0025647108122688334,187.47999572753906,5.331256612173263e-05,-0.002618023378390566,0.002618023378390566,0.004622612838917637,0.0033595139128210923,0,0,0.0,5,0.0019270834739892912,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2024-02-22,2019.699951171875,-0.0012857130957182328,187.55999755859375,0.00042672195902415666,-0.0017124350547423894,0.0017124350547423894,0.004618276722150477,0.003092508056823347,0,0,0.0,5,0.03082153670990295,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2024-02-23,2038.5999755859375,0.009357837733815932,188.6199951171875,0.005651511902278639,0.0037063258315372938,0.0037063258315372938,0.0053661076261183145,0.002829146476165686,1,0,0.0,5,0.055878514354458224,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
