index,GLD_Close,GLD_dailyReturns,COPX_Close,COPX_dailyReturns,spread,abs_sprd,GLD_rolling avg,COPX_rolling avg,isSprdPos,signal,axe,leverage,ratio,GLD_Size,COPX_Size,GLD_Cashflow,COPX_Cashflow,GLD_MTM,COPX_MTM,Live Trades,GLD_PnL,COPX_PnL,Total PnL,riskThreshold,grossCashflow,totalMTM,totalMTM in %,isStoppedOut,Adjusted PnL,Gross Capital,optimal,predicted
2010-01-27,106.52999877929688,-0.0095760394447367,32.222774505615234,0.0,-0.0095760394447367,0.0095760394447367,0.0,0.0,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
2010-01-28,106.4800033569336,-0.000469308391403,32.222774505615234,0.0,-0.000469308391403,0.000469308391403,0.0,0.0,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
2010-01-29,105.95999908447266,-0.0048835861764374,32.222774505615234,0.0,-0.0048835861764374,0.0048835861764374,0.0,0.0,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
2010-01-30,105.95999908447266,0.0,32.222774505615234,0.0,0.0,0.0,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
2010-01-31,105.95999908447266,0.0,32.222774505615234,0.0,0.0,0.0,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
2010-02-01,108.3499984741211,0.0225556758238842,32.222774505615234,0.0,0.0225556758238842,0.0225556758238842,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
2010-02-02,109.12999725341795,0.0071988813131655,32.222774505615234,0.0,0.0071988813131655,0.0071988813131655,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
2010-02-03,108.6999969482422,-0.0039402576376617,32.222774505615234,0.0,-0.0039402576376617,0.0039402576376617,0.0,0.0,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
2010-02-04,104.37000274658205,-0.0398343543994936,32.222774505615234,0.0,-0.0398343543994936,0.0398343543994936,0.0,0.0,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
2010-02-05,104.68000030517578,0.0029701786953713,32.222774505615234,0.0,0.0029701786953713,0.0029701786953713,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
2010-02-06,104.68000030517578,0.0,32.222774505615234,0.0,0.0,0.0,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
2010-02-07,104.68000030517578,0.0,32.222774505615234,0.0,0.0,0.0,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
2010-02-08,104.04000091552734,-0.0061138649960129,32.222774505615234,0.0,-0.0061138649960129,0.0061138649960129,0.0,0.0,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
2010-02-09,105.41000366210938,0.0131680385863737,32.222774505615234,0.0,0.0131680385863737,0.0131680385863737,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
2010-02-10,105.12000274658205,-0.0027511707186439,32.222774505615234,0.0,-0.0027511707186439,0.0027511707186439,0.0,0.0,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
2010-02-11,107.12999725341795,0.0191209518104897,32.222774505615234,0.0,0.0191209518104897,0.0191209518104897,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
2010-02-12,107.04000091552734,-0.0008400666498453,32.222774505615234,0.0,-0.0008400666498453,0.0008400666498453,0.0,0.0,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
2010-02-13,107.04000091552734,0.0,32.222774505615234,0.0,0.0,0.0,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
2010-02-14,107.04000091552734,0.0,32.222774505615234,0.0,0.0,0.0,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
2010-02-15,107.04000091552734,0.0,32.222774505615234,0.0,0.0,0.0,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
2010-02-16,109.62000274658205,0.0241031559135611,32.222774505615234,0.0,0.0241031559135611,0.0241031559135611,0.0,0.0,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
2010-02-17,109.25,-0.0033753214496573,32.222774505615234,0.0,-0.0033753214496573,0.0033753214496573,0.0,0.0,0,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
