index,NVDA_Close,NVDA_dailyReturns,COPX_Close,COPX_dailyReturns,spread,abs_sprd,NVDA_rolling avg,COPX_rolling avg,isSprdPos,signal,axe,leverage,ratio,NVDA_Size,COPX_Size,NVDA_Cashflow,COPX_Cashflow,NVDA_MTM,COPX_MTM,Live Trades,NVDA_PnL,COPX_PnL,Total PnL,riskThreshold,grossCashflow,totalMTM,totalMTM in %,isStoppedOut,Adjusted PnL,Gross Capital
2022-07-23,17.296844482421875,0.0,26.53016471862793,0.0,0.0,0.0,0.03551915969763567,0.020806236845172115,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.03551915969763567,0.0,0.0,0.0,0,0.0,0.0
2022-07-24,17.296844482421875,0.0,26.53016471862793,0.0,0.0,0.0,0.03536714100085255,0.020804329334392777,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.03536714100085255,0.0,0.0,0.0,0,0.0,0.0
2022-07-25,17.002222061157227,-0.01703330463334296,26.853008270263672,0.01216892375376255,-0.02920222838710551,0.02920222838710551,0.03535303121121343,0.020828735520550347,0,0,0.0,10,1.128341386234998,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.03535303121121343,0.0,0.0,0.0,0,0.0,0.0
2022-07-26,16.511850357055664,-0.02884162448518135,26.64410972595215,-0.007779334896449996,-0.021062289588731353,0.021062289588731353,0.03531543198866554,0.02081409134040207,0,0,0.0,10,0.4352394165177387,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.03531543198866554,0.0,0.0,0.0,0,0.0,0.0
2022-07-27,17.76724624633789,0.07602999434559332,27.44172477722168,0.02993588674845582,0.0460941075971375,0.0460941075971375,0.035644005060547844,0.02089665069129614,1,1,1.0,10,0.6081328333408335,-7.0,10.0,124.37072372436523,-274.4172477722168,0.0,0.0,Opened,124.37072372436523,-274.4172477722168,0.0,0.035644005060547844,398.78797149658203,0.0,0.0,0,0.0,398.78797149658203
2022-07-28,17.960994720458984,0.010904811664949499,27.736082077026367,0.010726632607620301,0.00017817905732919748,0.00017817905732919748,0.03565456194831658,0.020914873371363923,1,1,0.0,10,1.5190076649782507,7.0,-10.0,-125.72696304321289,277.3608207702637,-1.3562393188476562,2.943572998046875,Live,0.0,0.0,0.0,0.03565456194831658,403.08778381347656,1.5873336791992188,0.003937935464533294,0,0.0,0.0
2022-07-29,18.1397647857666,0.009953238564453404,28.951492309570312,0.04382054499148835,-0.03386730642703495,0.03386730642703495,0.03566336274483365,0.02117951782099034,0,0,-1.0,10,7.026720256285434,7.0,-10.0,-126.97835350036621,289.5149230957031,-2.6076297760009766,15.097675323486328,Closed,-126.97835350036621,289.5149230957031,12.490045547485352,0.03566336274483365,416.49327659606934,12.490045547485352,0.02998858865037253,0,12.490045547485352,0.0
2022-07-30,18.1397647857666,0.0,28.951492309570312,0.0,0.0,0.0,0.035244637702316874,0.021157533082175165,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.035244637702316874,0.0,0.0,0.0,0,0.0,0.0
2022-07-31,18.1397647857666,0.0,28.951492309570312,0.0,0.0,0.0,0.035240543437760244,0.021104284449902172,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.035240543437760244,0.0,0.0,0.0,0,0.0,0.0
2022-08-01,18.41741180419922,0.015305987795964926,28.31529998779297,-0.021974422422675666,0.03728041021864059,0.03728041021864059,0.03520985697849115,0.021151594150823228,1,1,1.0,10,2.207235510102428,-23.0,10.0,423.60047149658203,-283.1529998779297,0.0,0.0,Opened,423.60047149658203,-283.1529998779297,0.0,0.03520985697849115,706.7534713745117,0.0,0.0,0,0.0,706.7534713745117
2022-08-02,18.502300262451172,0.004609141564212438,27.413236618041992,-0.031857807268150684,0.03646694883236312,0.03646694883236312,0.03501110074159117,0.021263369679265634,1,1,0.0,10,10.240718388373663,23.0,-10.0,-425.55290603637695,274.1323661804199,-1.9524345397949219,-9.020633697509766,Live,0.0,0.0,0.0,0.03501110074159117,699.6852722167969,-10.973068237304688,-0.015682862957139238,0,0.0,0.0
2022-08-03,18.868833541870117,0.0198101465342011,27.289796829223633,-0.00450292647082462,0.02431307300502572,0.02431307300502572,0.03502381447917791,0.021256831826409132,1,1,0.0,10,0.3287474679459771,23.0,-10.0,-433.9831714630127,272.8979682922363,-10.382699966430664,-10.25503158569336,Live,0.0,0.0,0.0,0.03502381447917791,706.881139755249,-20.637731552124023,-0.02919547628512149,0,0.0,0.0
2022-08-04,19.1904239654541,0.01704347133437656,27.536678314208984,0.009046658959401821,0.007996812374974738,0.007996812374974738,0.03504899480289523,0.021270471276469072,1,1,0.0,10,0.7616529801940374,23.0,-10.0,-441.37975120544434,275.36678314208984,-17.779279708862305,-7.786216735839844,Live,0.0,0.0,0.0,0.03504899480289523,716.7465343475342,-25.56549644470215,-0.03566881068769286,1,-25.56549644470215,0.0
2022-08-05,18.964706420898438,-0.011761988425164183,28.087411880493164,0.020000000000000018,-0.0317619884251642,0.0317619884251642,0.03505865191534646,0.02132887959602065,0,0,-1.0,10,2.5183428016785725,23.0,-10.0,-436.18824768066406,280.87411880493164,-12.587776184082031,-2.278881072998047,Closed,-436.18824768066406,280.87411880493164,-14.866657257080078,0.03505865191534646,717.0623664855957,-14.866657257080078,-0.02073272556464406,0,0.0,0.0
2022-08-06,18.964706420898438,0.0,28.087411880493164,0.0,0.0,0.0,0.03503394048387337,0.021307338074338263,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.03503394048387337,0.0,0.0,0.0,0,0.0,0.0
2022-08-07,18.964706420898438,0.0,28.087411880493164,0.0,0.0,0.0,0.03501290470561292,0.0212306561452089,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.03501290470561292,0.0,0.0,0.0,0,0.0,0.0
2022-08-08,17.770238876342773,-0.0629837086873859,29.16988754272461,0.038539530336122896,-0.1015232390235088,0.1015232390235088,0.03498051088239486,0.02126757368484751,0,1,1.0,10,1.004430003288482,11.0,-10.0,-195.4726276397705,291.6988754272461,0.0,0.0,Opened,-195.4726276397705,291.6988754272461,0.0,0.03498051088239486,487.1715030670166,0.0,0.0,0,0.0,487.1715030670166
2022-08-09,17.06414222717285,-0.03973478657678242,28.875530242919922,-0.010091135914512828,-0.029643650662269594,0.029643650662269594,0.035017869022583505,0.021272330103032606,0,1,0.0,10,0.42974880391564085,-11.0,10.0,187.70556449890137,-288.7553024291992,-7.767063140869141,2.943572998046875,Live,0.0,0.0,0.0,0.035017869022583505,476.4608669281006,-4.823490142822266,-0.010123580922649299,0,0.0,0.0
2022-08-10,18.073850631713867,0.05917135424089248,30.062456130981445,0.041104903635580836,0.018066450605311646,0.018066450605311646,0.03490410799911023,0.02149545696748646,1,0,-1.0,10,1.155462610042832,-11.0,10.0,198.81235694885254,-300.62456130981445,3.3397293090820312,-8.92568588256836,Closed,198.81235694885254,-300.62456130981445,-5.585956573486328,0.03490410799911023,499.436918258667,-5.585956573486328,-0.011184508732278508,0,-5.585956573486328,0.0
2022-08-11,17.919048309326172,-0.008564988476559954,30.185897827148438,0.004106174679445962,-0.012671163156005916,0.012671163156005916,0.03490864438983858,0.021498757098419596,0,0,0.0,10,0.8076064801385471,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.03490864438983858,0.0,0.0,0.0,0,0.0,0.0
2022-08-12,18.6850643157959,0.04274869921920166,30.57520866394043,0.012897109737178614,0.029851589482023044,0.029851589482023044,0.035060549629412976,0.021523679928843464,1,0,0.0,10,0.49367862447223576,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.035060549629412976,0.0,0.0,0.0,0,0.0,0.0
2022-08-13,18.6850643157959,0.0,30.57520866394043,0.0,0.0,0.0,0.035044814199253656,0.021516314129132047,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.035044814199253656,0.0,0.0,0.0,0,0.0,0.0
2022-08-14,18.6850643157959,0.0,30.57520866394043,0.0,0.0,0.0,0.03435012173065267,0.021512672899899367,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.03435012173065267,0.0,0.0,0.0,0,0.0,0.0
2022-08-15,19.007652282714844,0.017264482554991023,29.549705505371094,-0.03354034864785027,0.050804831202841294,0.050804831202841294,0.034377833241711564,0.02163474801100455,1,1,1.0,10,3.0202207347874457,-31.0,10.0,589.2372207641602,-295.49705505371094,0.0,0.0,Opened,589.2372207641602,-295.49705505371094,0.0,0.034377833241711564,884.7342758178711,0.0,0.0,0,0.0,884.7342758178711
2022-08-16,18.854848861694336,-0.008039047576615443,29.958005905151367,0.013817410116187423,-0.021856457692802866,0.021856457692802866,0.03392752478936821,0.0216443172753501,0,0,-1.0,10,2.7309383472560866,31.0,-10.0,-584.5003147125244,299.5800590515137,4.736906051635742,4.083003997802734,Closed,-584.5003147125244,299.5800590515137,8.819910049438477,0.03392752478936821,884.0803737640381,8.819910049438477,0.009976366754854032,0,8.819910049438477,0.0
2022-08-17,18.31154441833496,-0.02881510466324433,29.388280868530273,-0.019017455248018678,-0.009797649415225651,0.009797649415225651,0.03389421313190844,0.02168394332584032,0,0,0.0,10,1.0592083813112512,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.03389421313190844,0.0,0.0,0.0,0,0.0,0.0
2022-08-18,18.748987197875977,0.02388890688559364,29.79658317565918,0.013893371611475525,0.009995535274118117,0.009995535274118117,0.03394425112921686,0.02171288770475986,1,0,0.0,10,0.9242724914353071,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.03394425112921686,0.0,0.0,0.0,0,0.0,0.0
2022-08-19,17.826169967651367,-0.04921957759559159,29.084426879882812,-0.02390060268246219,-0.0253189749131294,0.0253189749131294,0.0341362305814164,0.021779063037554874,0,0,0.0,10,0.7922704122613837,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0341362305814164,0.0,0.0,0.0,0,0.0,0.0
2022-08-20,17.826169967651367,0.0,29.084426879882812,0.0,0.0,0.0,0.0341362305814164,0.021779063037554874,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0341362305814164,0.0,0.0,0.0,0,0.0,0.0
2022-08-21,17.826169967651367,0.0,29.084426879882812,0.0,0.0,0.0,0.03412859121188335,0.021779258879095834,1,0,0.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.03412859121188335,0.0,0.0,0.0,0,0.0,0.0
2022-08-22,17.012208938598633,-0.045661015828403206,28.70461082458496,-0.013059086804992681,-0.032601929023410525,0.032601929023410525,0.034148305666066345,0.021793774634461933,0,0,0.0,10,0.4825676390127539,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.034148305666066345,0.0,0.0,0.0,0,0.0,0.0
2022-08-23,17.159021377563477,0.008629828113134952,30.0909423828125,0.04829647636400525,-0.039666648250870296,0.039666648250870296,0.03384146688612006,0.02209908348736882,0,1,1.0,10,9.814237751676705,99.0,-10.0,-1698.7431163787842,300.909423828125,0.0,0.0,Opened,-1698.7431163787842,300.909423828125,0.0,0.03384146688612006,1999.6525402069092,0.0,0.0,0,0.0,1999.6525402069092
2022-08-24,17.19997215270996,0.0023865449110069825,29.986494064331055,-0.003471088314638604,0.0058576332256455865,0.0058576332256455865,0.03381433977646204,0.021874782421769483,1,0,-1.0,10,2.5356774036313263,-99.0,10.0,1702.7972431182861,-299.86494064331055,4.054126739501953,1.0444831848144531,Closed,1702.7972431182861,-299.86494064331055,5.098609924316406,0.03381433977646204,2002.6621837615967,5.098609924316406,0.002545916113889811,0,5.098609924316406,0.0
2022-08-25,17.890087127685547,0.04012302862169781,30.907543182373047,0.030715465304681278,0.009407563317016532,0.009407563317016532,0.03395496838695003,0.02200366475796664,1,0,0.0,10,1.322560111480169,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.03395496838695003,0.0,0.0,0.0,0,0.0,0.0
