ticker1,ticker2,returns,sharpe_ratio,sortino_ratio,mdd
HG=F,COPX,0.8198440999841785,0.4451679242862346,0.7635032933319037,0.17530204982062747
2330.TW,2454.TW,1.4418434553172839,0.605531713256244,0.9679827445844599,0.1297505103500853
NVDA,AMD,-0.443059937814124,-0.11487158098393169,-0.1597627247355928,0.5140112483481507
GLD,GC=F,0.863637020673506,0.7913388830465103,2.8147005297603815,0.013841738251418571
KO,PEP,0.08731834702620977,0.06892855230038648,0.11486383041544533,0.09493111158260654
