Date,NVDA_Close,NVDA_dailyReturns,AMD_Close,AMD_dailyReturns,spread,abs_sprd,NVDA_rolling avg,AMD_rolling avg,isSprdPos,signal,axe,leverage,ratio,NVDA_Size,AMD_Size,NVDA_Cashflow,AMD_Cashflow,NVDA_MTM,AMD_MTM,Live Trades,NVDA_PnL,AMD_PnL,Total PnL,riskThreshold,grossCashflow,totalMTM,totalMTM in %,isStoppedOut,Adjusted PnL,Gross Capital
2023-02-02,21.708999633789062,0.036575409984768825,88.30999755859375,0.04336009210078218,-0.006784682116013352,0.006784682116013352,0.048211956241384274,0.06105349568801102,0,0,0.0,5,4.822486876811504,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.06105349568801102,0.0,0.0,0.0,0,0.0,0.0
2023-02-03,21.100000381469727,-0.02805284732565272,86.08999633789062,-0.025138730405129373,-0.0029141169205233464,0.0029141169205233464,0.05205843369481952,0.06578178234901441,0,0,0.0,5,3.656256189002421,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.06578178234901441,0.0,0.0,0.0,0,0.0,0.0
2023-02-06,21.089000701904297,-0.0005213118183206022,83.68000030517578,-0.027993914917314733,0.02747260309899413,0.02747260309899413,0.03776755779514862,0.06305158135148574,1,0,0.0,5,213.07462829533773,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.06305158135148574,0.0,0.0,0.0,0,0.0,0.0
2023-02-07,22.17300033569336,0.05140118534356053,85.91000366210938,0.026649179598481343,0.024752005745079186,0.024752005745079186,0.04029469586233338,0.06295615645140322,1,0,0.0,5,2.0087689347353805,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.06295615645140322,0.0,0.0,0.0,0,0.0,0.0
2023-02-08,22.204999923706055,0.0014431780782135917,84.69000244140625,-0.014200921530646005,0.015644099608859596,0.015644099608859596,0.031736105177434915,0.03242732525230404,1,0,0.0,5,37.529948952812504,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.03242732525230404,0.0,0.0,0.0,0,0.0,0.0
2023-02-09,22.336999893188477,0.005944605716548423,83.20999908447266,-0.017475538012382885,0.02342014372893131,0.02342014372893131,0.02865375200258727,0.022115260747847535,1,0,0.0,5,10.951110859231692,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.02865375200258727,0.0,0.0,0.0,0,0.0,0.0
2023-02-10,21.264999389648438,-0.04799214346895975,81.4800033569336,-0.020790719223332976,-0.02720142424562677,0.02720142424562677,0.03522038940227047,0.021529097944019616,0,0,0.0,5,1.659911866886365,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.03522038940227047,0.0,0.0,0.0,0,0.0,0.0
2023-02-13,21.788000106811523,0.02459443838111164,83.12999725341797,0.020250292446066354,0.004344145935045285,0.004344145935045285,0.036527821159436646,0.022657051070034327,1,0,0.0,5,3.1414835295948196,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.036527821159436646,0.0,0.0,0.0,0,0.0,0.0
2023-02-14,22.97100067138672,0.05429596836679651,85.94999694824219,0.0339227690123407,0.020373199354455807,0.020373199354455807,0.03741804790104724,0.024997805910865988,1,0,0.0,5,2.337704770534656,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.03741804790104724,0.0,0.0,0.0,0,0.0,0.0
2023-02-15,22.763999938964844,-0.009011393773529441,85.18000030517578,-0.008958658178080947,-5.2735595448494266e-05,5.2735595448494266e-05,0.038137284142870966,0.024336594081351002,0,0,0.0,5,3.719975333104945,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.038137284142870966,0.0,0.0,0.0,0,0.0,0.0
2023-02-16,22.00200080871582,-0.03347386805008379,80.08000183105469,-0.059873191545541715,0.026399323495457927,0.026399323495457927,0.04192564181928791,0.036765492358337856,1,0,0.0,5,6.510111203467041,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.04192564181928791,0.0,0.0,0.0,0,0.0,0.0
2023-02-17,21.38800048828125,-0.027906567487777867,78.5,-0.019730292144448547,-0.00817627534332932,0.00817627534332932,0.03714490202372156,0.03666963280985195,0,0,0.0,5,2.5949354899947052,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.03714490202372156,0.0,0.0,0.0,0,0.0,0.0
2023-02-21,20.655000686645508,-0.03427154408554278,76.7699966430664,-0.022038259323994835,-0.012233284761547947,0.012233284761547947,0.03740219708094504,0.03359645936130969,0,0,0.0,5,2.3900661724919874,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.03740219708094504,0.0,0.0,0.0,0,0.0,0.0
2023-02-22,20.753999710083008,0.0047929808833899745,76.61000061035156,-0.0020840958670185206,0.006877076750408495,0.006877076750408495,0.017198647537814603,0.022387553486418067,1,0,0.0,5,1.6050761995937186,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.022387553486418067,0.0,0.0,0.0,0,0.0,0.0
2023-02-23,23.663999557495117,0.14021392926965937,79.75,0.040986808048976364,0.099227121220683,0.099227121220683,0.0746149312782971,0.03659505793021856,1,1,1.0,5,0.9851343924387677,-5.0,5.0,118.31999778747559,-398.75,0.0,0.0,Opened,118.31999778747559,-398.75,0.0,0.0746149312782971,517.0699977874756,0.0,0.0,0,0.0,517.0699977874756
2023-02-24,23.285999298095703,-0.015973642092115825,78.08999633789062,-0.020815092941810387,0.004841450849694562,0.004841450849694562,0.07245251672963673,0.026834408767939483,1,1,0.0,5,4.369934500221289,5.0,-5.0,-116.42999649047852,390.4499816894531,1.8900012969970703,-8.300018310546875,Live,0.0,0.0,0.0,0.07245251672963673,506.87997817993164,-6.410017013549805,-0.012646025271241597,0,0.0,0.0
2023-02-27,23.500999450683594,0.009233022376904154,78.7699966430664,0.00870790545607747,0.0005251169208266848,0.0005251169208266848,0.06898347963664324,0.02585786224972025,1,1,0.0,5,3.161144232183706,5.0,-5.0,-117.50499725341797,393.84998321533203,0.8150005340576172,-4.900016784667969,Live,0.0,0.0,0.0,0.06898347963664324,511.35498046875,-4.085016250610352,-0.007988611447307484,0,0.0,0.0
2023-02-28,23.215999603271484,-0.01212713731644377,78.58000183105469,-0.0024120200597779196,-0.00971511725666585,0.00971511725666585,0.06516934639909397,0.022804957697463466,0,0,-1.0,5,0.673204898033786,5.0,-5.0,-116.07999801635742,392.90000915527344,2.239999771118164,-5.8499908447265625,Closed,-116.07999801635742,392.90000915527344,-3.6099910736083984,0.06516934639909397,508.98000717163086,-3.6099910736083984,-0.007092598968020151,0,-3.6099910736083984,0.0
2023-03-01,22.697999954223633,-0.02231218374826549,78.29000091552734,-0.0036905180551005667,-0.018621665693164924,0.018621665693164924,0.06834417812258697,0.022938465581658334,0,0,0.0,5,0.5705109230537466,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.06834417812258697,0.0,0.0,0.0,0,0.0,0.0
2023-03-02,23.31399917602539,0.027138920743857486,80.44000244140625,0.02746201942440507,-0.0003230986805475844,0.0003230986805475844,0.020508522115320903,0.017787460460658967,0,0,0.0,5,3.4913645312165613,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.020508522115320903,0.0,0.0,0.0,0,0.0,0.0
2023-03-03,23.889999389648438,0.024706195160861366,81.5199966430664,0.013426083650940335,0.011280111509921031,0.011280111509921031,0.021995121545727934,0.012760791717300152,1,0,0.0,5,1.8543490898976165,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.021995121545727934,0.0,0.0,0.0,0,0.0,0.0
2023-03-06,23.554000854492188,-0.014064401161175355,81.16000366210938,-0.00441600828976052,-0.009648392871414835,0.009648392871414835,0.023384784044626516,0.0140436741283436,0,0,0.0,5,1.0818972231383,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.023384784044626516,0.0,0.0,0.0,0,0.0,0.0
2023-03-07,23.288000106811523,-0.011293229941015892,82.11000061035156,0.01170523540384849,-0.022998465344864383,0.022998465344864383,0.02327342065978214,0.01331109059096147,0,0,0.0,5,3.654482127378844,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.02327342065978214,0.0,0.0,0.0,0,0.0,0.0
2023-03-08,24.180999755859375,0.038345913987979374,85.37000274658203,0.03970286337836759,-0.001356949390388218,0.001356949390388218,0.023989563985297904,0.01675311593616007,0,0,0.0,5,3.65539049515908,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.023989563985297904,0.0,0.0,0.0,0,0.0,0.0
2023-03-09,23.43600082397461,-0.030809269236448444,84.02999877929688,-0.015696426428178922,-0.015112842808269522,0.015112842808269522,0.028921788811530864,0.020972968355675387,0,0,0.0,5,1.826712682345544,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.028921788811530864,0.0,0.0,0.0,0,0.0,0.0
2023-03-10,22.96500015258789,-0.0200973141673938,82.66999816894531,-0.016184703440536463,-0.003912610726857335,0.003912610726857335,0.026745593781443918,0.023428002621835732,0,0,0.0,5,2.8989998963169405,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.026745593781443918,0.0,0.0,0.0,0,0.0,0.0
2023-03-13,22.965999603271484,4.352060426526805e-05,82.01000213623047,-0.007983501237850188,0.008027021842115456,0.008027021842115456,0.02663491287988137,0.02376309263960174,1,0,0.0,5,655.0582949673018,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.02663491287988137,0.0,0.0,0.0,0,0.0,0.0
2023-03-14,24.062999725341797,0.047766269312050635,87.44999694824219,0.06633330899047052,-0.018567039678419883,0.018567039678419883,0.03484480056630998,0.03765882827289551,0,0,0.0,5,5.0468497085165955,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.03765882827289551,0.0,0.0,0.0,0,0.0,0.0
2023-03-15,24.22800064086914,0.00685703849938446,89.68000030517578,0.025500325154424353,-0.018643286655039892,0.018643286655039892,0.030327061241296707,0.03564504779536399,0,0,0.0,5,13.765346721893758,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.03564504779536399,0.0,0.0,0.0,0,0.0,0.0
2023-03-16,25.541000366210938,0.05419348235970234,96.5999984741211,0.07716322642057283,-0.02296974406087049,0.02296974406087049,0.03199101048991734,0.04223491144923934,0,0,0.0,5,5.385208665594002,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.04223491144923934,0.0,0.0,0.0,0,0.0,0.0
2023-03-17,25.725000381469727,0.007204103700738651,97.83999633789062,0.01283641701197058,-0.005632313311231929,0.005632313311231929,0.02560898442871588,0.03601492372369472,0,0,0.0,5,6.776803602415218,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.03601492372369472,0.0,0.0,0.0,0,0.0,0.0
2023-03-20,25.899999618530273,0.006802691330049626,96.80999755859375,-0.010527379577363938,0.017330070907413564,0.017330070907413564,0.024220952160973936,0.03677973341661113,1,0,0.0,5,5.784421987655956,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.03677973341661113,0.0,0.0,0.0,0,0.0,0.0
2023-03-21,26.198999404907227,0.01154439346643965,95.93000030517578,-0.009089941902801435,0.020634335369241086,0.020634335369241086,0.020708875117550415,0.03579092083769238,1,0,0.0,5,2.883100145201482,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.03579092083769238,0.0,0.0,0.0,0,0.0,0.0
2023-03-22,26.468000411987305,0.01026760613726685,97.58000183105469,0.017200057548523606,-0.006932451411256757,0.006932451411256757,0.02033078948354135,0.03561634883647022,0,0,0.0,5,6.175901891135868,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.03561634883647022,0.0,0.0,0.0,0,0.0,0.0
2023-03-23,27.19099998474121,0.027315987664351837,100.27999877929688,0.027669572633507666,-0.00035358496915582904,0.00035358496915582904,0.008453335298203567,0.01680419136971577,0,0,0.0,5,3.7357231508659314,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.01680419136971577,0.0,0.0,0.0,0,0.0,0.0
2023-03-24,26.77899932861328,-0.01515209651572702,97.94999694824219,-0.023234960704204943,0.008082864188477923,0.008082864188477923,0.015232728130582709,0.021177520241360298,1,0,0.0,5,5.608920658778092,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.021177520241360298,0.0,0.0,0.0,0,0.0,0.0
2023-03-27,26.5310001373291,-0.009260958120238416,96.61000061035156,-0.013680412247472518,0.0044194541272341015,0.0044194541272341015,0.01716133541935168,0.02162656581291563,1,0,0.0,5,5.379126125789334,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.02162656581291563,0.0,0.0,0.0,0,0.0,0.0
2023-03-28,26.40999984741211,-0.004560713478220735,94.55999755859375,-0.021219366926886862,0.016658653448666128,0.016658653448666128,0.017123905656658847,0.02347090333426621,1,0,0.0,5,16.65860717737736,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.02347090333426621,0.0,0.0,0.0,0,0.0,0.0
2023-03-29,26.983999252319336,0.02173416918680804,96.08999633789062,0.016180190554138107,0.005553978632669931,0.005553978632669931,0.019196851935495477,0.0232587097408786,1,0,0.0,5,2.651016612493521,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0232587097408786,0.0,0.0,0.0,0,0.0,0.0
2023-03-30,27.382999420166016,0.014786546801893508,97.87999725341797,0.01862837947493512,-0.003841832673041612,0.003841832673041612,0.01593562262415872,0.02047725359530391,0,0,0.0,5,4.5032001002049515,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.02047725359530391,0.0,0.0,0.0,0,0.0,0.0
2023-03-31,27.777000427246094,0.01438852629087517,98.01000213623047,0.0013282068498214894,0.01306031944105368,0.01306031944105368,0.013504755072921988,0.017661316492838017,1,0,0.0,5,0.32571252111615734,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.017661316492838017,0.0,0.0,0.0,0,0.0,0.0
2023-04-03,27.96500015258789,0.0067681795172307435,96.55999755859375,-0.014794455117154937,0.02156263463438568,0.02156263463438568,0.010004713717494807,0.017886542658374527,1,1,1.0,5,7.54761128972174,-38.0,5.0,1062.6700057983398,-482.79998779296875,0.0,0.0,Opened,1062.6700057983398,-482.79998779296875,0.0,0.017886542658374527,1545.4699935913086,0.0,0.0,0,0.0,1545.4699935913086
2023-04-04,27.452999114990234,-0.018308637039298414,95.87000274658203,-0.007145762525449739,-0.011162874513848675,0.011162874513848675,0.015565024630129959,0.014493175869353591,0,0,-1.0,5,1.362967524224075,38.0,-5.0,-1043.213966369629,479.35001373291016,19.456039428710938,-3.4499740600585938,Closed,-1043.213966369629,479.35001373291016,16.006065368652344,0.015565024630129959,1522.563980102539,16.006065368652344,0.010512573250008445,0,16.006065368652344,0.0
2023-04-05,26.881000518798828,-0.02083555948825555,92.55999755859375,-0.03452597364305687,0.013690414154801323,0.013690414154801323,0.017597992997484102,0.01964797117199714,1,0,0.0,5,5.705827962539751,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.01964797117199714,0.0,0.0,0.0,0,0.0,0.0
2023-04-06,27.03700065612793,0.005803360526703827,92.47000122070312,-0.0009723027254149308,0.006775663252118758,0.006775663252118758,0.016016811948061264,0.014448333132638137,1,0,0.0,5,0.5730127737363686,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.016016811948061264,0.0,0.0,0.0,0,0.0,0.0
2023-04-10,27.57900047302246,0.020046595544675805,95.4800033569336,0.03255112032545915,-0.012504524780783344,0.012504524780783344,0.017622159880827812,0.024487880744990725,0,0,0.0,5,5.621590615480177,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.024487880744990725,0.0,0.0,0.0,0,0.0,0.0
2023-04-11,27.16900062561035,-0.014866378055041096,94.02999877929688,-0.015186473886224738,0.00032009583118364215,0.00032009583118364215,0.017799415898061752,0.02452776507157204,1,0,0.0,5,3.5354487133381154,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.02452776507157204,0.0,0.0,0.0,0,0.0,0.0
2023-04-12,26.4950008392334,-0.024807676795502775,92.33000183105469,-0.018079304161561782,-0.006728372633940993,0.006728372633940993,0.019143126493248355,0.02523776224234117,0,0,0.0,5,2.5396538243187208,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.02523776224234117,0.0,0.0,0.0,0,0.0,0.0
2023-04-13,26.46299934387207,-0.0012078314530166168,92.08999633789062,-0.002599431261825602,0.0013915998088089854,0.0013915998088089854,0.0175231424287863,0.020131402380379554,1,0,0.0,5,7.489371823602234,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.020131402380379554,0.0,0.0,0.0,0,0.0,0.0
2023-04-14,26.757999420166016,0.011147643260712048,91.75,-0.0036920007754494,0.014839644036161448,0.014839644036161448,0.018338857118660488,0.020171988724297398,1,0,0.0,5,1.135615088589203,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.020171988724297398,0.0,0.0,0.0,0,0.0,0.0
2023-04-17,27.00200080871582,0.009118820309335751,89.87000274658203,-0.020490433279759857,0.029609253589095608,0.029609253589095608,0.015494455334814127,0.008315529176376306,1,1,1.0,5,7.478789214868313,-38.0,5.0,1026.0760307312012,-449.35001373291016,0.0,0.0,Opened,1026.0760307312012,-449.35001373291016,0.0,0.015494455334814127,1475.4260444641113,0.0,0.0,0,0.0,1475.4260444641113
2023-04-18,27.66699981689453,0.0246277678787441,89.77999877929688,-0.0010014906479857144,0.025629258526729815,0.025629258526729815,0.01843602608797431,0.009319781010170695,1,1,0.0,5,0.13195910899753127,38.0,-5.0,-1051.3459930419922,448.8999938964844,-25.269962310791016,-0.45001983642578125,Live,0.0,0.0,0.0,0.01843602608797431,1500.2459869384766,-25.719982147216797,-0.017143843323789237,0,0.0,0.0
2023-04-19,27.930999755859375,0.009542051567283938,89.94000244140625,0.0017821749196356151,0.007759876647648323,0.007759876647648323,0.009216910797045424,0.008792221226947861,1,1,0.0,5,0.6014160062460169,38.0,-5.0,-1061.3779907226562,449.70001220703125,-35.30195999145508,0.34999847412109375,Live,0.0,0.0,0.0,0.009216910797045424,1511.0780029296875,-34.951961517333984,-0.023130481318349484,1,-34.951961517333984,0.0
2023-04-20,27.104000091552734,-0.029608666769371683,90.11000061035156,0.001890128578282635,-0.03149879534765432,0.03149879534765432,0.02036167708628783,0.009336627781846206,0,0,-1.0,5,0.2122326021183804,38.0,-5.0,-1029.952003479004,450.5500030517578,-3.8759727478027344,1.1999893188476562,Closed,-1029.952003479004,450.5500030517578,-2.675983428955078,0.02036167708628783,1480.5020065307617,-2.675983428955078,-0.0018074838245073846,0,0.0,0.0
2023-04-21,27.118999481201172,0.0005534013281349726,88.43000030517578,-0.018643882963005898,0.01919728429114087,0.01919728429114087,0.02010716411290034,0.011283688769628293,1,0,0.0,5,109.8555833570187,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.02010716411290034,0.0,0.0,0.0,0,0.0,0.0
2023-04-24,27.04199981689453,-0.0028393254094796205,87.56999969482422,-0.009725213246451037,0.006885887836971416,0.006885887836971416,0.019884563959516544,0.008914111118145055,1,0,0.0,5,11.091761091601255,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.019884563959516544,0.0,0.0,0.0,0,0.0,0.0
2023-04-25,26.240999221801758,-0.02962061239983982,83.80000305175781,-0.043051235082843475,0.013430622683003657,0.013430622683003657,0.018119263903000872,0.018603579402002225,1,0,0.0,5,4.641466798153474,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.018603579402002225,0.0,0.0,0.0,0,0.0,0.0
2023-04-26,26.95599937438965,0.0272474438394803,85.94000244140625,0.025536984626679526,0.0017104592128007745,0.0017104592128007745,0.02382220171072931,0.025319026981280048,1,0,0.0,5,2.9880218777833996,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.025319026981280048,0.0,0.0,0.0,0,0.0,0.0
2023-04-27,27.22599983215332,0.010016340110921451,87.44000244140625,0.01745403720488259,-0.0074376970939611375,0.0074376970939611375,0.02075306571127773,0.027797117018115696,0,0,0.0,5,5.596456830496654,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.027797117018115696,0.0,0.0,0.0,0,0.0,0.0
