Date,KO_Close,KO_dailyReturns,PEP_Close,PEP_dailyReturns,spread,abs_sprd,KO_rolling avg,PEP_rolling avg,isSprdPos,signal,axe,leverage,ratio,KO_Size,PEP_Size,KO_Cashflow,PEP_Cashflow,KO_MTM,PEP_MTM,Live Trades,KO_PnL,PEP_PnL,Total PnL,riskThreshold,grossCashflow,totalMTM,totalMTM in %,isStoppedOut,Adjusted PnL,Gross Capital
2019-02-01,48.70000076293945,0.011842918806869163,112.19000244140625,-0.004260191136413516,0.01610310994328268,0.01610310994328268,0.0061809474485678105,0.010808544334601095,1,0,-1.0,5,0.828696533342298,-35.0,5.0,1704.5000267028809,-560.9500122070312,19.949989318847656,2.3999786376953125,Closed,1704.5000267028809,-560.9500122070312,22.34996795654297,0.010808544334601095,2265.450038909912,22.34996795654297,0.009865575304100422,0,22.34996795654297,0.0
2019-02-04,49.25,0.011293618653885007,113.08999633789062,0.008022050779029177,0.0032715678748558297,0.0032715678748558297,0.0032244104157741925,0.009240147605699538,1,0,0.0,5,1.631061147719167,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.009240147605699538,0.0,0.0,0.0,0,0.0,0.0
2019-02-05,49.2599983215332,0.00020301160473512603,112.9000015258789,-0.0016800319936703945,0.0018830435984055205,0.0018830435984055205,0.004861375680883082,0.009888624545150953,1,0,0.0,5,18.96689514173538,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.009888624545150953,0.0,0.0,0.0,0,0.0,0.0
2019-02-06,49.2599983215332,0.0,113.05000305175781,0.0013286228861966176,-0.0013286228861966176,0.0013286228861966176,0.0057377707858162225,0.008440010729046814,0,0,0.0,5,inf,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.008440010729046814,0.0,0.0,0.0,0,0.0,0.0
2019-02-07,49.41999816894531,0.003248068470643295,113.08999633789062,0.0003537663427970461,0.002894302127846249,0.002894302127846249,0.005852594070529449,0.0045929717606916515,1,0,0.0,5,0.24923716415966105,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.005852594070529449,0.0,0.0,0.0,0,0.0,0.0
2019-02-08,49.5,0.0016188149336062718,113.0199966430664,-0.0006189733583072954,0.002237788291913567,0.002237788291913567,0.004669170983999879,0.0038236511062531247,1,0,0.0,5,0.8730213118195727,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.004669170983999879,0.0,0.0,0.0,0,0.0,0.0
2019-02-11,49.61000061035156,0.0022222345525568787,112.97000122070312,-0.0004423590855445747,0.0026645936381014534,0.0026645936381014534,0.0013706768391042136,0.0011255466204448676,1,1,1.0,5,0.453292941772198,-3.0,5.0,148.8300018310547,-564.8500061035156,0.0,0.0,Opened,148.8300018310547,-564.8500061035156,0.0,0.0013706768391042136,713.6800079345703,0.0,0.0,0,0.0,713.6800079345703
2019-02-12,49.65999984741211,0.001007845927139872,113.79000091552734,0.007258561440768974,-0.0062507155136291015,0.0062507155136291015,0.0012260123950329433,0.0032687243876654733,0,0,-1.0,5,16.50265419130121,3.0,-5.0,-148.97999954223633,568.9500045776367,-0.14999771118164062,4.099998474121094,Closed,-148.97999954223633,568.9500045776367,3.950000762939453,0.0032687243876654733,717.930004119873,3.950000762939453,0.005501930188559051,0,3.950000762939453,0.0
2019-02-13,49.790000915527344,0.0026178225637270014,114.12000274658203,0.0029000951612581094,-0.000282272597531108,0.000282272597531108,0.0008683685349540973,0.0033142346026801862,0,0,0.0,5,2.5391694322188023,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0033142346026801862,0.0,0.0,0.0,0,0.0,0.0
2019-02-14,45.59000015258789,-0.08435430178169878,112.58999633789062,-0.013406995897896845,-0.07094730588380194,0.07094730588380194,0.03856402389856955,0.007708906547267585,0,1,1.0,5,0.39251336848195856,2.0,-5.0,-91.18000030517578,562.9499816894531,0.0,0.0,Opened,-91.18000030517578,562.9499816894531,0.0,0.03856402389856955,654.1299819946289,0.0,0.0,0,0.0,654.1299819946289
2019-02-15,45.2400016784668,-0.007677088680624333,115.91000366210938,0.029487587105475832,-0.037164675786100165,0.037164675786100165,0.037755378073017466,0.015632197433784377,0,1,0.0,5,9.84103976451457,-2.0,5.0,90.4800033569336,-579.5500183105469,-0.6999969482421875,-16.60003662109375,Live,0.0,0.0,0.0,0.037755378073017466,670.0300216674805,-17.300033569335938,-0.025819788680933944,0,0.0,0.0
2019-02-19,44.83000183105469,-0.00906277259506072,115.93000030517578,0.00017251869928935903,-0.009235291294350079,0.009235291294350079,0.03662160232899854,0.015579442216592193,0,1,0.0,5,0.04922686432724122,-2.0,5.0,89.66000366210938,-579.6500015258789,-1.5199966430664062,-16.70001983642578,Live,0.0,0.0,0.0,0.03662160232899854,669.3100051879883,-18.220016479492188,-0.027222088924809595,0,0.0,0.0
2019-02-20,45.099998474121094,0.006022677493610296,115.83000183105469,-0.0008625763293181876,0.006885253822928483,0.006885253822928483,0.03738418597996961,0.01574436617449969,1,0,-1.0,5,0.3678345034043488,-2.0,5.0,90.19999694824219,-579.1500091552734,-0.9800033569335938,-16.200027465820312,Closed,90.19999694824219,-579.1500091552734,-17.180030822753906,0.03738418597996961,669.3500061035156,-17.180030822753906,-0.02566673738118559,0,-17.180030822753906,0.0
2019-02-21,45.86000061035156,0.016851489178354884,116.0999984741211,0.002330973312598239,0.014520515865756645,0.014520515865756645,0.03985376874152285,0.0157532711541705,1,0,0.0,5,0.3501847048599081,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.03985376874152285,0.0,0.0,0.0,0,0.0,0.0
2019-02-22,45.279998779296875,-0.012647226849878623,116.76000213623047,0.005684786139394271,-0.018332012989272894,0.018332012989272894,0.012377253201542213,0.01261941139308996,0,1,1.0,5,1.159061580807209,6.0,-5.0,-271.67999267578125,583.8000106811523,0.0,0.0,Opened,-271.67999267578125,583.8000106811523,0.0,0.01261941139308996,855.4800033569336,0.0,0.0,0,0.0,855.4800033569336
2019-02-25,44.939998626708984,-0.007508837494566101,116.05999755859375,-0.005995242932763767,-0.0015135945618023339,0.0015135945618023339,0.012355800238970422,0.004304443759415443,0,1,0.0,5,2.0619758885403825,-6.0,5.0,269.6399917602539,-580.2999877929688,-2.0400009155273438,3.5000228881835938,Live,0.0,0.0,0.0,0.012355800238970422,849.9399795532227,1.46002197265625,0.0017177942063905753,0,0.0,0.0
2019-02-26,44.689998626708984,-0.005562973022687601,115.97000122070312,-0.00077542943118869,-0.004787543591498911,0.004787543591498911,0.01189441392239494,0.004330393564333787,0,1,0.0,5,0.361718438239823,-6.0,5.0,268.1399917602539,-579.8500061035156,-3.5400009155273438,3.9500045776367188,Live,0.0,0.0,0.0,0.01189441392239494,847.9899978637695,0.410003662109375,0.0004835005874388185,0,0.0,0.0
2019-02-27,44.939998626708984,0.00559409281007639,115.37000274658203,-0.005173738620380175,0.010767831430456565,0.010767831430456565,0.01183643861383074,0.004949120361230953,1,0,-1.0,5,2.374294929181134,-6.0,5.0,269.6399917602539,-576.8500137329102,-2.0400009155273438,6.9499969482421875,Closed,269.6399917602539,-576.8500137329102,4.909996032714844,0.01183643861383074,846.4900054931641,4.909996032714844,0.005800418198504642,0,4.909996032714844,0.0
2019-02-28,45.34000015258789,0.008900790789992952,115.63999938964844,0.0023402672847245842,0.0065605235052683675,0.0065605235052683675,0.009118707170713395,0.004950585107218662,1,0,0.0,5,0.6705998188468261,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.009118707170713395,0.0,0.0,0.0,0,0.0,0.0
2019-03-01,45.380001068115234,0.0008822433919877248,116.18000030517578,0.004669672417653814,-0.003787429025666089,0.003787429025666089,0.007027850258415257,0.004629381438790803,0,0,0.0,5,13.550798043888074,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.007027850258415257,0.0,0.0,0.0,0,0.0,0.0
2019-03-04,45.650001525878906,0.005949767549771501,116.16999816894531,-8.609172150275679e-05,0.006035859271274258,0.006035859271274258,0.005655582703683469,0.003690154643050483,1,1,1.0,5,0.036822610961218215,-1.0,5.0,45.650001525878906,-580.8499908447266,0.0,0.0,Opened,45.650001525878906,-580.8499908447266,0.0,0.005655582703683469,626.4999923706055,0.0,0.0,0,0.0,626.4999923706055
2019-03-05,45.599998474121094,-0.0010953570665154233,116.02999877929688,-0.0012051251773701477,0.00010976811085472438,0.00010976811085472438,0.004063029157357746,0.003723257971516119,1,1,0.0,5,2.799509238088176,1.0,-5.0,-45.599998474121094,580.1499938964844,0.0500030517578125,-0.6999969482421875,Live,0.0,0.0,0.0,0.004063029157357746,625.7499923706055,-0.649993896484375,-0.001038743754549518,0,0.0,0.0
2019-03-06,45.45000076293945,-0.0032894236008970124,116.66000366210938,0.005429672407485375,-0.008719096008382388,0.008719096008382388,0.005041496858577994,0.002888184084607077,0,0,-1.0,5,4.236838546016048,1.0,-5.0,-45.45000076293945,583.3000183105469,0.20000076293945312,2.4500274658203125,Closed,-45.45000076293945,583.3000183105469,2.6500282287597656,0.005041496858577994,628.7500190734863,2.6500282287597656,0.004214756498401058,0,2.6500282287597656,0.0
2019-03-07,45.279998779296875,-0.0037404176191169203,116.0999984741211,-0.004800318621712596,0.0010599010025956757,0.0010599010025956757,0.003932380299894365,0.004259620675719683,1,0,0.0,5,3.2906051887238004,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.004259620675719683,0.0,0.0,0.0,0,0.0,0.0
2019-03-08,44.84000015258789,-0.009717284420735495,115.2300033569336,-0.007493498093209872,-0.002223786327525623,0.002223786327525623,0.005646876445014366,0.004920230436475355,0,0,0.0,5,1.981707968726135,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.005646876445014366,0.0,0.0,0.0,0,0.0,0.0
2019-03-11,46.18000030517578,0.029884035415431498,116.58999633789062,0.01180242073537352,0.018081614680057978,0.018081614680057978,0.015688309577470617,0.007852373737467762,1,1,1.0,5,0.997101127157847,-5.0,5.0,230.9000015258789,-582.9499816894531,0.0,0.0,Opened,230.9000015258789,-582.9499816894531,0.0,0.015688309577470617,813.849983215332,0.0,0.0,0,0.0,813.849983215332
2019-03-12,46.04999923706055,-0.002815094570293053,116.56999969482422,-0.00017151251131741763,-0.0026435820589756354,0.0026435820589756354,0.015802760869803364,0.007801587324135797,0,0,-1.0,5,0.15422684873076237,5.0,-5.0,-230.24999618530273,582.8499984741211,0.6500053405761719,-0.09998321533203125,Closed,-230.24999618530273,582.8499984741211,0.5500221252441406,0.015802760869803364,813.0999946594238,0.5500221252441406,0.0006764507795557466,0,0.5500221252441406,0.0
2019-03-13,46.220001220703125,0.003691682659264117,116.58000183105469,8.580369097233032e-05,0.003605878968291787,0.003605878968291787,0.015517304640661339,0.007390244863713682,1,0,0.0,5,0.05862403591161467,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.015517304640661339,0.0,0.0,0.0,0,0.0,0.0
2019-03-14,45.70000076293945,-0.011250550498271061,115.5,-0.009264040264983064,-0.001986510233287997,0.001986510233287997,0.01670650780668369,0.008310037356833054,0,0,0.0,5,2.081097548197318,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.01670650780668369,0.0,0.0,0.0,0,0.0,0.0
2019-03-15,45.29999923706055,-0.008752768472671146,115.66000366210938,0.0013853130918559664,-0.010138081564527113,0.010138081564527113,0.0165427534988313,0.0074854763216441154,0,0,0.0,5,0.40409874795212625,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0165427534988313,0.0,0.0,0.0,0,0.0,0.0
2019-03-18,45.40999984741211,0.002428269585081244,117.2699966430664,0.013920049541589874,-0.01149177995650863,0.01149177995650863,0.006611881199549469,0.00828329985425539,0,1,1.0,5,14.804007382985528,75.0,-5.0,-3405.749988555908,586.349983215332,0.0,0.0,Opened,-3405.749988555908,586.349983215332,0.0,0.00828329985425539,3992.0999717712402,0.0,0.0,0,0.0,3992.0999717712402
2019-03-19,45.560001373291016,0.003303270785794954,118.08999633789062,0.0069924082740451254,-0.0036891374882501715,0.0036891374882501715,0.007266958929735451,0.008602122022397395,0,1,0.0,5,5.486709697248612,-75.0,5.0,3417.000102996826,-590.4499816894531,11.250114440917969,-4.099998474121094,Live,0.0,0.0,0.0,0.008602122022397395,4007.4500846862793,7.150115966796875,0.0017842058704909901,0,0.0,0.0
2019-03-20,45.529998779296875,-0.0006585292600919113,118.31999969482422,0.0019476955209269953,-0.0026062247810189065,0.0026062247810189065,0.00663032381824276,0.008504527896495704,0,1,0.0,5,7.686108489032484,-75.0,5.0,3414.7499084472656,-591.5999984741211,8.999919891357422,-5.2500152587890625,Live,0.0,0.0,0.0,0.008504527896495704,4006.3499069213867,3.7499046325683594,0.0009359902953284256,0,0.0,0.0
2019-03-21,45.5099983215332,-0.00043928087634315105,119.44000244140625,0.009465878545223072,-0.009905159421566223,0.009905159421566223,0.004760577178016887,0.00526037221977935,0,1,0.0,5,56.553776975665244,-75.0,5.0,3413.2498741149902,-597.2000122070312,7.499885559082031,-10.850028991699219,Live,0.0,0.0,0.0,0.00526037221977935,4010.4498863220215,-3.3501434326171875,-0.0008353535208214756,0,0.0,0.0
2019-03-22,45.93000030517578,0.009228784863388073,120.72000122070312,0.010716667390598955,-0.001487882527210882,0.001487882527210882,0.004005350316265333,0.00448246848891751,0,1,0.0,5,3.05209475586861,-75.0,5.0,3444.7500228881836,-603.6000061035156,39.00003433227539,-17.250022888183594,Live,0.0,0.0,0.0,0.00448246848891751,4048.350028991699,21.750011444091797,0.005372561979159928,0,0.0,0.0
2019-03-25,46.029998779296875,0.0021771929775020737,120.8499984741211,0.0010768493381665412,0.0011003436393355326,0.0011003436393355326,0.004012312740808517,0.004355880037394655,1,0,-1.0,5,1.2985650397275643,-75.0,5.0,3452.2499084472656,-604.2499923706055,46.49991989135742,-17.900009155273438,Closed,3452.2499084472656,-604.2499923706055,28.599910736083984,0.004355880037394655,4056.499900817871,28.599910736083984,0.007050391084766863,0,28.599910736083984,0.0
2019-03-26,46.63999938964844,0.013252240419913353,122.0199966430664,0.009681408222738774,0.0035708321971745782,0.0035708321971745782,0.006227772028192083,0.004658377683846967,1,0,0.0,5,1.911268487276158,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.006227772028192083,0.0,0.0,0.0,0,0.0,0.0
2019-03-27,46.61000061035156,-0.0006431985353656522,121.88999938964844,-0.0010653766349316696,0.0004221780995660174,0.0004221780995660174,0.006224469757562585,0.005521908356841468,1,0,0.0,5,4.331587456138859,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.006224469757562585,0.0,0.0,0.0,0,0.0,0.0
2019-03-28,46.58000183105469,-0.0006436125059867681,121.83999633789062,-0.0004102309624103295,-0.0002333815435764386,0.0002333815435764386,0.006267294507868751,0.005723744568100272,0,0,0.0,5,1.6672254750074265,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.006267294507868751,0.0,0.0,0.0,0,0.0,0.0
2019-03-29,46.86000061035156,0.006011137146632706,122.55000305175781,0.005827369789951131,0.0001837673566815745,0.0001837673566815745,0.005832858480182691,0.00459587548155184,1,0,0.0,5,2.5352861152317474,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.005832858480182691,0.0,0.0,0.0,0,0.0,0.0
2019-04-01,46.720001220703125,-0.002987609642017608,122.0,-0.004487988886671235,0.0015003792446536268,0.0015003792446536268,0.006644088218869959,0.005720820894433191,1,0,0.0,5,3.9226982858351267,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.006644088218869959,0.0,0.0,0.0,0,0.0,0.0
2019-04-02,46.56999969482422,-0.003210649014547484,121.68000030517578,-0.0026229483182312885,-0.0005877006963161957,0.0005877006963161957,0.0037336742708734875,0.0038974622596927464,0,0,0.0,5,2.134567383525554,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0038974622596927464,0.0,0.0,0.0,0,0.0,0.0
2019-04-03,46.18000030517578,-0.008374476963799116,121.55999755859375,-0.0009862158635852714,-0.007388261100213844,0.007388261100213844,0.005219357429371898,0.003895014656634914,0,1,1.0,5,0.30999239749828644,2.0,-5.0,-92.36000061035156,607.7999877929688,0.0,0.0,Opened,-92.36000061035156,607.7999877929688,0.0,0.005219357429371898,700.1599884033203,0.0,0.0,0,0.0,700.1599884033203
2019-04-04,46.47999954223633,0.006496302188783831,121.47000122070312,-0.0007403450123240063,0.0072366472011078375,0.0072366472011078375,0.006458493730344462,0.0038951475837638006,1,0,-1.0,5,0.2978316564065864,-2.0,5.0,92.95999908447266,-607.3500061035156,0.5999984741210938,0.449981689453125,Closed,92.95999908447266,-607.3500061035156,1.0499801635742188,0.006458493730344462,700.3100051879883,1.0499801635742188,0.0014993076720250006,0,1.0499801635742188,0.0
2019-04-05,46.470001220703125,-0.0002151101900101926,121.62000274658203,0.0012348853574666308,-0.0014499955474768234,0.0014499955474768234,0.005428264416021697,0.002151024895004024,0,0,0.0,5,15.024429222598144,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.005428264416021697,0.0,0.0,0.0,0,0.0,0.0
2019-04-08,46.54999923706055,0.001721498047255965,122.0,0.0031244634503895252,-0.0014029654031335603,0.0014029654031335603,0.005547186947420639,0.0022185459586336127,0,0,0.0,5,4.756736198615926,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.005547186947420639,0.0,0.0,0.0,0,0.0,0.0
2019-04-09,46.66999816894531,0.0025778503512676743,122.16999816894531,0.001393427614305942,0.0011844227369617322,0.0011844227369617322,0.005500354618675949,0.0016961356341031642,1,0,0.0,5,1.4149904028031948,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.005500354618675949,0.0,0.0,0.0,0,0.0,0.0
2019-04-10,46.63999938964844,-0.0006427850969327187,122.04000091552734,-0.0010640685550162843,0.0004212834580835656,0.0004212834580835656,0.0028512479320875798,0.0017169226100494184,1,0,0.0,5,4.331591336245876,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0028512479320875798,0.0,0.0,0.0,0,0.0,0.0
2019-04-11,46.709999084472656,0.00150085110935394,121.66999816894531,-0.003031815337646071,0.004532666447000011,0.004532666447000011,0.0013634141781679243,0.002398121232116585,1,1,1.0,5,5.261853809164193,-27.0,5.0,1261.1699752807617,-608.3499908447266,0.0,0.0,Opened,1261.1699752807617,-608.3499908447266,0.0,0.002398121232116585,1869.5199661254883,0.0,0.0,0,0.0,1869.5199661254883
2019-04-12,46.7400016784668,0.0006423163044786406,122.2300033569336,0.004602656336122335,-0.003960340031643694,0.003960340031643694,0.0012206340211380418,0.0030888126834958634,0,0,-1.0,5,18.739098873927603,27.0,-5.0,-1261.9800453186035,611.150016784668,-0.8100700378417969,2.8000259399414062,Closed,-1261.9800453186035,611.150016784668,1.9899559020996094,0.0030888126834958634,1873.1300621032715,1.9899559020996094,0.0010623693155963545,0,1.9899559020996094,0.0
2019-04-15,47.0,0.005562651095346149,123.66000366210938,0.011699257677347141,-0.006136606582000992,0.006136606582000992,0.002349328024247416,0.005773513056607263,0,1,1.0,5,5.533601531750728,28.0,-5.0,-1316.0,618.3000183105469,0.0,0.0,Opened,-1316.0,618.3000183105469,0.0,0.005773513056607263,1934.3000183105469,0.0,0.0,0,0.0,1934.3000183105469
2019-04-16,46.95000076293945,-0.001063813554479709,122.41000366210938,-0.010108361337393457,0.009044547782913748,0.009044547782913748,0.0026436223101633603,0.008210970523377586,1,0,-1.0,5,24.77402352804831,-28.0,5.0,1314.6000213623047,-612.0500183105469,-1.3999786376953125,6.25,Closed,1314.6000213623047,-612.0500183105469,4.8500213623046875,0.008210970523377586,1926.6500396728516,4.8500213623046875,0.0025173338501725145,0,4.8500213623046875,0.0
2019-04-17,47.279998779296875,0.007028711629285311,127.01000213623047,0.037578615607418486,-0.030549903978133175,0.030549903978133175,0.0034192469769828045,0.01836862153277952,0,1,1.0,5,14.362350388650524,72.0,-5.0,-3404.159912109375,635.0500106811523,0.0,0.0,Opened,-3404.159912109375,635.0500106811523,0.0,0.01836862153277952,4039.2099227905273,0.0,0.0,0,0.0,4039.2099227905273
2019-04-18,47.47999954223633,0.004230134689153786,127.08999633789062,0.000629826000430711,0.003600308688723075,0.003600308688723075,0.0033908768152152787,0.017877902959797277,1,0,-1.0,5,0.3985355347274709,-72.0,5.0,3418.5599670410156,-635.4499816894531,14.400054931640625,-0.39997100830078125,Closed,3418.5599670410156,-635.4499816894531,14.000083923339844,0.017877902959797277,4054.0099487304688,14.000083923339844,0.0034533916049525317,0,14.000083923339844,0.0
